"country","isocode","year","POP","LPOP","YPOP","YL","KL","KY","TFP","ED15","ED25","I"
"Afghanistan","AFG",2005,25538.045,0.254146853609521,775.734064,3052.306385,7552.06802985209,2.47421689610366,155.574886926396,3.3923,2.4719,5739434047.35614
"Afghanistan","AFG",2006,26235.211,0.255023005102232,799.4455125,3134.797632,7744.39577898673,2.47046115510997,158.445653537228,3.55216,2.60512,5812735269.98953
"Afghanistan","AFG",2007,26911.532,0.256576420227727,894.1769944,3485.031842,7895.64828760793,2.26558856434343,175.015891963645,3.71202,2.73834,6132452873.51281
"Afghanistan","AFG",2008,27658.891,0.258841719728759,893.714334,3452.744538,8014.74067845675,2.32126663013977,172.531324052901,3.87188,2.87156,5790265939.45534
"Afghanistan","AFG",2009,28395.716,0.260788809217406,1017.495581,3901.607527,8065.48487965735,2.06722096567694,194.550978737698,4.03174,3.00478,5778540808.82049
"Afghanistan","AFG",2010,29121.286,0.26347619597206,1048.599213,3979.863187,8070.37835341764,2.02780296060907,198.413024661762,4.1916,3.138,5354942335.05144
"Angola","AGO",1950,4117.617,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1951,4173.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1952,4232.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1953,4293.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1954,4357.527,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1955,4423.223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1956,4490.992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1957,4561.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1958,4635.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1959,4714.676,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1960,4797.344,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1961,4752.489,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1962,4826.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1963,4919.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1964,5026.044,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1965,5134.818,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1966,5201.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1967,5247.469,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1968,5350.384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1969,5471.641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",1970,5605.626,0.397317087035779,2313.204919,5822.062515,21926.4098778974,3.76608973562308,208.0116640688,NA,NA,3017893258.63195
"Angola","AGO",1971,5752.957,0.395499947967389,2390.077864,6043.181235,21501.6370371474,3.55799970264294,217.324377079057,NA,NA,3196427958.81932
"Angola","AGO",1972,5895.212,0.393682808836225,2336.47579,5934.919528,21192.1322402117,3.57075308944471,214.465093541435,NA,NA,3213103480.51461
"Angola","AGO",1973,6026.363,0.391865669747788,2470.364129,6304.109596,20938.0445335982,3.32133257119824,228.723988131665,NA,NA,3477505330.95946
"Angola","AGO",1974,5987.492,0.390048530670283,2564.549341,6574.94937,21390.8568468738,3.25338731039899,236.855251988483,NA,NA,3584392645.07298
"Angola","AGO",1975,5885.455,0.388231391503996,2475.117,6375.36545,22120.4740292011,3.4696793780192,227.11210089082,NA,NA,3363909841.86242
"Angola","AGO",1976,5943.466,0.38641425241721,2328.638139,6026.273939,22151.8303227685,3.67587510076655,214.574938956501,NA,NA,3198745849.32392
"Angola","AGO",1977,6163.714,0.384597113188102,2259.436378,5874.81367,21522.9001744589,3.66358856356016,211.199960655639,NA,NA,3304740088.89313
"Angola","AGO",1978,6287.18,0.382779974142704,2093.213323,5468.450453,21301.5770491265,3.89535888314403,197.269690141838,NA,NA,3094935412.93858
"Angola","AGO",1979,6452.546,0.380962835069246,2048.883981,5378.172862,20862.4168255335,3.87909004802336,195.364905158942,NA,NA,3075705532.722
"Angola","AGO",1980,6743.08,0.379145695864262,2004.155955,5285.97839,20058.7011241269,3.79469979712249,194.546959390734,NA,NA,2950382890.86617
"Angola","AGO",1981,6879.574,0.379518771311618,1949.71937,5137.346338,19592.9294200189,3.81382296052217,190.563207301522,NA,NA,2994693347.28612
"Angola","AGO",1982,7018.526,0.378946069273676,1828.062674,4824.070817,19205.9878097247,3.98128231079091,180.136391337642,NA,NA,3398619109.16866
"Angola","AGO",1983,7240.535,0.378337087330804,1860.103673,4916.524801,18768.8978946324,3.81751311227289,185.002945789525,NA,NA,2936660401.22144
"Angola","AGO",1984,7442.448,0.377207503845872,1934.20814,5127.703241,18261.5792651828,3.56135649956635,194.719795803971,NA,NA,3116729638.55111
"Angola","AGO",1985,7584.709,0.376467557096594,1936.446707,5143.72798,17968.5453101688,3.49329229306733,196.384415442769,NA,NA,2463461224.98089
"Angola","AGO",1986,7748.632,0.375664812478365,1773.407016,4720.716333,17414.7348888353,3.68900261324711,182.124741656573,NA,NA,2536885140.98993
"Angola","AGO",1987,7878.396,0.374369399641099,1876.647844,5012.82382,17016.0631868849,3.39450652923304,194.892926965114,NA,NA,2917952756.10954
"Angola","AGO",1988,8023.39,0.373075727985352,1965.527398,5268.44083,16735.3249705738,3.17652328470276,205.97004166111,NA,NA,2202001443.64377
"Angola","AGO",1989,8153.844,0.372288181746521,1941.666321,5215.492772,16237.6636930334,3.11335177765125,205.962189716848,NA,NA,2042480495.94409
"Angola","AGO",1990,8296.606,0.372050571157376,1894.059885,5090.866758,15672.0338840875,3.07846082584264,203.430754501758,NA,NA,2201915540.787
"Angola","AGO",1991,8496.81,0.372177257869617,1854.271625,4982.227113,15076.0007142587,3.02595613815381,201.679367672512,NA,NA,5035523952.30429
"Angola","AGO",1992,8741.838,0.37351482473941,1984.766213,5313.754854,15267.0750393262,2.87312370608022,214.198406003579,NA,NA,8214300104.50348
"Angola","AGO",1993,8966.258,0.377588146065906,1624.122074,4301.305777,16267.1923903014,3.78191954575412,169.757687184923,NA,NA,6428824076.69159
"Angola","AGO",1994,9172.28,0.377003498301515,1743.587241,4624.856928,16830.0070512403,3.63903301512904,180.469384109383,NA,NA,6316661166.17962
"Angola","AGO",1995,9419.124,0.376432918113127,1931.419846,5130.847365,17210.4775762081,3.35431486300081,198.72756963273,NA,NA,7898235063.76088
"Angola","AGO",1996,9650.607,0.3748504042599,2610.406574,6963.862235,18039.7814795034,2.59048511741609,265.525608908193,NA,NA,11876089084.624
"Angola","AGO",1997,9855.579,0.374363530050844,2199.207694,5874.524406,19845.1452247345,3.37817052976501,216.980789618554,NA,NA,9104135741.79207
"Angola","AGO",1998,10039.174,0.373875393746863,2405.934747,6435.124609,20762.7671180286,3.22647475838934,234.132597539052,NA,NA,12594630590.1477
"Angola","AGO",1999,10215.443,0.373328571937928,2407.931625,6449.899113,22510.7816760794,3.49009826071668,228.4315375515,NA,NA,10609380663.3666
"Angola","AGO",2000,10377.267,0.373226754684207,2331.848205,6247.805592,23575.1107394176,3.77334255880247,217.892823707267,NA,NA,4816715728.65201
"Angola","AGO",2001,10538.387,0.373043923934924,2190.621095,5872.287295,23057.7165033966,3.92653072730779,206.317086546363,NA,NA,4421600298.50236
"Angola","AGO",2002,10760.51,0.370753744958582,2483.875157,6699.528166,22466.2740737384,3.35341139212675,237.42905634094,NA,NA,4747637119.62784
"Angola","AGO",2003,11057.09,0.370664729452843,2456.170401,6626.393627,21715.1769659777,3.27707319974121,237.514123573794,NA,NA,4941250869.64068
"Angola","AGO",2004,11391.126,0.369783599660064,2598.633555,7027.444044,21033.9713423906,2.99311829602533,254.579621777849,NA,NA,3956042944.28799
"Angola","AGO",2005,11706.954,0.367674769772656,3055.026874,8309.046813,20267.9536716955,2.43926338698503,304.752940556042,NA,NA,4227523466.28442
"Angola","AGO",2006,11992.807,0.366442909050537,3598.646361,9820.483006,19622.2515927984,1.99809434839507,364.096553942991,NA,NA,7027238289.9303
"Angola","AGO",2007,12263.596,0.365003198104923,4464.70549,12231.96266,19678.6802347406,1.60879171901761,453.06880102086,NA,NA,11485785527.8468
"Angola","AGO",2008,12531.357,0.365437252318181,4968.904251,13597.14758,20589.3350677167,1.51423928780485,496.097498902658,NA,NA,19223664845.557
"Angola","AGO",2009,12799.293,0.368788282762318,5163.644806,14001.65094,22849.2576777234,1.63189739378858,493.425831229112,NA,NA,16170229788.6329
"Angola","AGO",2010,13068.161,0.372395608315039,5107.542184,13715.36632,24155.3721486027,1.76119044763529,474.463528114911,NA,NA,12478619827.2985
"Albania","ALB",1950,1227.156,NA,NA,NA,NA,NA,NA,3.4737,2.9537,NA
"Albania","ALB",1951,1254.119,NA,NA,NA,NA,NA,NA,3.49424,3.00608,NA
"Albania","ALB",1952,1282.697,NA,NA,NA,NA,NA,NA,3.51478,3.05846,NA
"Albania","ALB",1953,1314.608,NA,NA,NA,NA,NA,NA,3.53532,3.11084,NA
"Albania","ALB",1954,1352.982,NA,NA,NA,NA,NA,NA,3.55586,3.16322,NA
"Albania","ALB",1955,1392.164,NA,NA,NA,NA,NA,NA,3.5764,3.2156,NA
"Albania","ALB",1956,1434.476,NA,NA,NA,NA,NA,NA,3.95944,3.62118,NA
"Albania","ALB",1957,1476.505,NA,NA,NA,NA,NA,NA,4.34248,4.02676,NA
"Albania","ALB",1958,1521.417,NA,NA,NA,NA,NA,NA,4.72552,4.43234,NA
"Albania","ALB",1959,1571.329,NA,NA,NA,NA,NA,NA,5.10856,4.83792,NA
"Albania","ALB",1960,1623.114,NA,NA,NA,NA,NA,NA,5.4916,5.2435,NA
"Albania","ALB",1961,1676.635,NA,NA,NA,NA,NA,NA,5.5483,5.3029,NA
"Albania","ALB",1962,1728.137,NA,NA,NA,NA,NA,NA,5.605,5.3623,NA
"Albania","ALB",1963,1779.715,NA,NA,NA,NA,NA,NA,5.6617,5.4217,NA
"Albania","ALB",1964,1832.284,NA,NA,NA,NA,NA,NA,5.7184,5.4811,NA
"Albania","ALB",1965,1883.652,NA,NA,NA,NA,NA,NA,5.7751,5.5405,NA
"Albania","ALB",1966,1932.963,NA,NA,NA,NA,NA,NA,5.8681,5.56626,NA
"Albania","ALB",1967,1984.06,NA,NA,NA,NA,NA,NA,5.9611,5.59202,NA
"Albania","ALB",1968,2038.698,NA,NA,NA,NA,NA,NA,6.0541,5.61778,NA
"Albania","ALB",1969,2100.263,NA,NA,NA,NA,NA,NA,6.1471,5.64354,NA
"Albania","ALB",1970,2156.612,0.378577604814351,2987.134074,7890.414108,39174.6633768862,4.96484250898409,232.326119668881,6.2401,5.6693,3081441778.37429
"Albania","ALB",1971,2208.719,0.381246428714479,3032.893263,7955.204389,39363.130032408,4.94809788757119,233.859383580959,6.37132,5.77094,3203304271.61253
"Albania","ALB",1972,2263.554,0.383915252455782,3078.451853,8018.571373,39540.1320805857,4.93106941888982,235.369920487443,6.50254,5.87258,3330713086.207
"Albania","ALB",1973,2295.691,0.386584076379938,3158.280303,8169.711315,40147.4309289527,4.91417987502692,238.591036595618,6.63376,5.97422,3471608265.50911
"Albania","ALB",1974,2347.924,0.389252900222561,3207.845079,8241.030644,40444.5688129393,4.90770761086607,240.083027587323,6.76498,6.07586,3598468146.89404
"Albania","ALB",1975,2401.108,0.39192172398732,3266.455568,8334.459072,40746.556057522,4.88892628849927,242.203519156617,6.8962,6.1775,3744056183.10808
"Albania","ALB",1976,2454.824,0.394590547885719,3327.157926,8431.925052,41075.4940563748,4.87142542219727,244.380081705544,7.05432,6.30224,3931043380.82648
"Albania","ALB",1977,2509.048,0.397259371753579,3364.786611,8469.999326,41466.6312391193,4.89570655712226,244.709290343246,7.21244,6.42698,4007057510.80536
"Albania","ALB",1978,2563.376,0.399928195561615,3454.603487,8638.059345,41806.6115977477,4.83981527887358,248.886415810629,7.37056,6.55172,4216645821.77407
"Albania","ALB",1979,2617.679,0.402597019471607,3523.842909,8752.779426,42228.9873378538,4.82463744172659,251.348189819264,7.52868,6.67646,4547979746.30618
"Albania","ALB",1980,2671.412,0.405265843221604,3489.610388,8610.669876,42841.5194535032,4.97539913507924,246.083210419254,7.6868,6.8012,4235071569.63144
"Albania","ALB",1981,2724.272,0.408698069779946,3750.763873,9177.346678,42961.7160807314,4.68127854249198,262.033367050352,7.82548,6.95736,4911329858.36059
"Albania","ALB",1982,2780.097,0.411786768318156,3748.222665,9102.338767,43566.359438908,4.78628191656141,258.683803640198,7.96416,7.11352,5662979309.9685
"Albania","ALB",1983,2837.315,0.413644543651357,3684.26424,8906.836308,44771.4465932417,5.02663853303653,250.83593949109,8.10284,7.26968,5105636308.24218
"Albania","ALB",1984,2895.998,0.41485694207356,3511.705212,8464.858258,45361.5193665418,5.35880436316477,237.350686835062,8.24152,7.42584,4452305371.30486
"Albania","ALB",1985,2956.697,0.417143743411617,3563.973805,8543.754668,45145.3833811632,5.28402150289402,239.944603799002,8.3802,7.582,4791570977.80242
"Albania","ALB",1986,3015.438,0.420604774308487,3735.428964,8881.090259,45045.5192314374,5.07207087393226,249.602588418513,8.51162,7.7659,4943234464.43658
"Albania","ALB",1987,3075.321,0.423697348502537,3723.855989,8788.95278,45008.9595210702,5.12108332445383,247.079932126319,8.64304,7.9498,4350961419.06507
"Albania","ALB",1988,3136.843,0.426166974699048,3612.137595,8475.874034,44492.9841278316,5.24936825976331,239.196038199415,8.77446,8.1337,4495044135.32401
"Albania","ALB",1989,3195.8,0.429768868080573,3825.113949,8900.397942,43980.5795003623,4.94141720257505,252.148143835919,8.90588,8.3176,5375055657.2988
"Albania","ALB",1990,3244.925,0.430232349671666,3312.059017,7698.303067,44522.137190358,5.78337028340821,217.204925742421,9.0373,8.5015,3694046164.50496
"Albania","ALB",1991,3181.048,0.433572673093957,2326.909789,5366.827601,45040.660557808,8.39241799930663,150.839839252611,9.11866,8.6544,427553794.529868
"Albania","ALB",1992,3072.011,0.432984805816222,2276.930381,5258.684255,44221.9203985746,8.4093127204829,148.706937327646,9.20002,8.8073,282577409.26032
"Albania","ALB",1993,3066.285,0.432213268050964,2508.053884,5802.815576,41933.7921991138,7.22645613149395,167.025990235556,9.28138,8.9602,907993797.666498
"Albania","ALB",1994,3111.162,0.430462326336859,2684.519389,6236.363149,39685.1977245722,6.36351616742135,182.833264545129,9.36274,9.1131,1506409710.0665
"Albania","ALB",1995,3158.154,0.428819567156613,2991.305224,6975.673344,38002.1321024639,5.44780843775473,207.483459610494,9.4441,9.266,1762024330.63193
"Albania","ALB",1996,3203.599,0.428087542297896,3230.367079,7546.04318,36560.3001975752,4.84496302571849,227.361033623375,9.53654,9.38598,1666974596.11043
"Albania","ALB",1997,3225.414,0.431558309478622,3068.026589,7109.182054,35057.3012244,4.93127070851631,217.216832194609,9.62898,9.50596,1194174137.01263
"Albania","ALB",1998,3212.771,0.431592085458019,2955.271302,6847.371399,33942.1757866517,4.9569643311021,211.483906989791,9.72142,9.62594,1597591081.71127
"Albania","ALB",1999,3187.329,0.432005142076914,3292.852895,7622.253937,33289.8190907871,4.36745080470114,236.944301432553,9.81386,9.74592,2038889619.50437
"Albania","ALB",2000,3158.352,0.433297003572827,3413.859433,7878.797695,32975.2428855521,4.18531407482118,245.69554479625,9.9063,9.8659,2729134327.47676
"Albania","ALB",2001,3128.002,0.434715202332839,3526.321242,8111.796466,33202.4021795908,4.09310099418251,252.383258527022,9.9815,9.93352,3159653555.1819
"Albania","ALB",2002,3098.028,0.436964403232179,3627.63407,8301.898377,33684.0580375316,4.05739223824416,257.060852760587,10.0567,10.00114,3190805458.26976
"Albania","ALB",2003,3069.665,0.4407186272517,4064.272938,9221.922303,34041.9281917457,3.6914134681737,284.544421124269,10.1319,10.06876,3683777076.23881
"Albania","ALB",2004,3045.64,0.443784539372541,4559.867796,10274.95866,34754.4980784039,3.38244651179978,314.854382686929,10.2071,10.13638,3962316733.55099
"Albania","ALB",2005,3024.533,0.447582277487962,4938.805347,11034.40774,35545.0485977685,3.22129192932728,335.600544707381,10.2823,10.204,4624068246.57279
"Albania","ALB",2006,3005.779,0.451366609671542,5397.972202,11959.17484,36747.2329160015,3.07272311071936,359.715927428836,10.2782,10.23916,5402123093.94661
"Albania","ALB",2007,2991.575,0.455101091054143,5902.530496,12969.71291,38389.4747869394,2.95993250223296,384.467505056305,10.2741,10.27432,6138355356.32999
"Albania","ALB",2008,2984.121,0.45949279506506,6607.923516,14380.90779,40307.1715472524,2.80282525525131,419.429391500871,10.27,10.30948,7157013012.05456
"Albania","ALB",2009,2982.54,0.462965625228571,6790.045407,14666.41374,42807.647053321,2.91875354208581,419.260048153838,10.2659,10.34464,6720855560.45883
"Albania","ALB",2010,2986.952,0.466887363549123,6617.127792,14172.8569,44661.5539453235,3.15120333609828,399.465667105444,10.2618,10.3798,5550414436.27668
"United Arab Emirates","ARE",1950,71.52,NA,NA,NA,NA,NA,NA,0.7985,0.6632,NA
"United Arab Emirates","ARE",1951,73.298,NA,NA,NA,NA,NA,NA,0.8664,0.71578,NA
"United Arab Emirates","ARE",1952,75.273,NA,NA,NA,NA,NA,NA,0.9343,0.76836,NA
"United Arab Emirates","ARE",1953,77.48,NA,NA,NA,NA,NA,NA,1.0022,0.82094,NA
"United Arab Emirates","ARE",1954,79.947,NA,NA,NA,NA,NA,NA,1.0701,0.87352,NA
"United Arab Emirates","ARE",1955,82.715,NA,NA,NA,NA,NA,NA,1.138,0.9261,NA
"United Arab Emirates","ARE",1956,85.831,NA,NA,NA,NA,NA,NA,1.21306,1.0187,NA
"United Arab Emirates","ARE",1957,89.353,NA,NA,NA,NA,NA,NA,1.28812,1.1113,NA
"United Arab Emirates","ARE",1958,93.34,NA,NA,NA,NA,NA,NA,1.36318,1.2039,NA
"United Arab Emirates","ARE",1959,97.87,NA,NA,NA,NA,NA,NA,1.43824,1.2965,NA
"United Arab Emirates","ARE",1960,103.048,NA,NA,NA,NA,NA,NA,1.5133,1.3891,NA
"United Arab Emirates","ARE",1961,108.989,NA,NA,NA,NA,NA,NA,1.6284,1.48158,NA
"United Arab Emirates","ARE",1962,115.827,NA,NA,NA,NA,NA,NA,1.7435,1.57406,NA
"United Arab Emirates","ARE",1963,123.751,NA,NA,NA,NA,NA,NA,1.8586,1.66654,NA
"United Arab Emirates","ARE",1964,132.98,NA,NA,NA,NA,NA,NA,1.9737,1.75902,NA
"United Arab Emirates","ARE",1965,143.798,NA,NA,NA,NA,NA,NA,2.0888,1.8515,NA
"United Arab Emirates","ARE",1966,156.574,NA,NA,NA,NA,NA,NA,2.17764,1.95572,NA
"United Arab Emirates","ARE",1967,171.745,NA,NA,NA,NA,NA,NA,2.26648,2.05994,NA
"United Arab Emirates","ARE",1968,190.974,NA,NA,NA,NA,NA,NA,2.35532,2.16416,NA
"United Arab Emirates","ARE",1969,217.858,NA,NA,NA,NA,NA,NA,2.44416,2.26838,NA
"United Arab Emirates","ARE",1970,249.369,NA,NA,NA,NA,NA,NA,2.533,2.3726,NA
"United Arab Emirates","ARE",1971,288.136,NA,NA,NA,NA,NA,NA,2.62432,2.48992,NA
"United Arab Emirates","ARE",1972,336.325,NA,NA,NA,NA,NA,NA,2.71564,2.60724,NA
"United Arab Emirates","ARE",1973,391.337,NA,NA,NA,NA,NA,NA,2.80696,2.72456,NA
"United Arab Emirates","ARE",1974,453.222,NA,NA,NA,NA,NA,NA,2.89828,2.84188,NA
"United Arab Emirates","ARE",1975,522.571,NA,NA,NA,NA,NA,NA,2.9896,2.9592,NA
"United Arab Emirates","ARE",1976,598.023,NA,NA,NA,NA,NA,NA,3.16824,3.0846,NA
"United Arab Emirates","ARE",1977,683.672,NA,NA,NA,NA,NA,NA,3.34688,3.21,NA
"United Arab Emirates","ARE",1978,778.736,NA,NA,NA,NA,NA,NA,3.52552,3.3354,NA
