"country","isocode","year","POP","LPOP","YPOP","YL","KL","KY","TFP","ED15","ED25","I"
"Bolivia","BOL",1976,4955.744,0.370997704011085,3254.689376,8772.801936,13245.7654489932,1.50986714913031,370.776873102161,4.7659,3.81778,2082976847.63214
"Bolivia","BOL",1977,5079.716,0.370977969071009,3340.991832,9005.903613,13253.1373878255,1.47160551093337,380.558179795187,4.9426,3.97886,2259136339.66925
"Bolivia","BOL",1978,5204.622,0.370958234099101,3287.983977,8863.488325,13329.7311723818,1.50389222432713,373.821446248742,5.1193,4.13994,2934217227.47533
"Bolivia","BOL",1979,5326.981,0.370938499133231,3248.201926,8756.712861,13727.7308734167,1.56768082856254,365.713947478784,5.296,4.30102,2553321718.51831
"Bolivia","BOL",1980,5441.298,0.370918764060598,3173.176971,8554.910882,13898.7339585367,1.62464976552595,355.814582058731,5.4727,4.4621,1831993388.74335
"Bolivia","BOL",1981,5545.224,0.372208853163491,3136.421426,8426.50947,13663.1225975494,1.62144511273532,352.477222918866,5.65176,4.6384,2107413508.86018
"Bolivia","BOL",1982,5642.224,0.375132784137508,2975.379417,7931.536626,13519.8178994265,1.70456476934215,332.940826541945,5.83082,4.8147,1233099980.63015
"Bolivia","BOL",1983,5737.434,0.377571490769964,2763.407977,7318.899982,12986.2348206293,1.77434243568944,311.375708242803,6.00988,4.991,1173022621.65277
"Bolivia","BOL",1984,5834.293,0.379592465931071,2709.127389,7136.936668,12470.1550595911,1.74726996184563,307.766414501958,6.18894,5.1673,1601125255.15191
"Bolivia","BOL",1985,5934.935,0.381775361602137,2645.019279,6928.208431,12163.9288453251,1.75571058037141,301.251802655668,6.368,5.3436,2126626198.65364
"Bolivia","BOL",1986,6041.35,0.384151052922214,2546.086547,6627.826548,12079.5588747411,1.82255205190701,288.860023783948,6.54676,5.5565,1848283639.00307
"Bolivia","BOL",1987,6156.369,0.386116154749189,2584.286891,6693.029699,11863.4811048641,1.77251284371809,293.462111353262,6.72552,5.7694,2055390144.8551
"Bolivia","BOL",1988,6283.164,0.388080198092756,2607.441047,6718.82013,11714.2669357237,1.74350060115745,295.838466524138,6.90428,5.9823,1552575935.66224
"Bolivia","BOL",1989,6423.135,0.38931282085909,2662.682448,6839.441974,11358.228748476,1.6606952426315,304.263926645185,7.08304,6.1952,1317404889.64024
"Bolivia","BOL",1990,6573.9,0.390264148115907,2713.331796,6952.552032,10919.9433990844,1.57063814104863,313.379645770079,7.2618,6.4081,1551329210.23631
"Bolivia","BOL",1991,6731.484,0.393780505915684,2771.099528,7037.16788,10520.1800573084,1.49494515928877,321.161531884286,7.36312,6.54764,2009777361.14645
"Bolivia","BOL",1992,6893.451,0.396497474702507,2749.827884,6935.297346,10325.7595719035,1.48887049202857,318.486540203677,7.46444,6.68718,2116781317.83985
"Bolivia","BOL",1993,7054.343,0.399144378532817,2805.073487,7027.71638,10173.7188756312,1.44765643994745,324.330393201174,7.56576,6.82672,2115697949.80865
"Bolivia","BOL",1994,7214.813,0.402498552130885,2884.969008,7167.650648,10001.22758439,1.39532854983392,332.679259604744,7.66708,6.96626,1889242426.97933
"Bolivia","BOL",1995,7374.871,0.405502799149512,2946.631806,7266.612739,9760.72202421741,1.34322859560569,340.020186301341,7.7684,7.1058,2122673234.76615
"Bolivia","BOL",1996,7534.395,0.414146445015733,2994.788596,7231.230962,9473.6475773257,1.31010164481118,341.748401060666,7.87252,7.17354,2523557671.60002
"Bolivia","BOL",1997,7695.149,0.421877949066165,3048.693611,7226.482488,9336.74138227223,1.2920174369448,343.18516915755,7.97664,7.24128,3291419803.68962
"Bolivia","BOL",1998,7858.896,0.423263164814199,3100.949355,7326.291567,9555.03515528714,1.30421169672336,345.255099570614,8.08076,7.30902,4233301197.38534
"Bolivia","BOL",1999,8025.555,0.424176309931865,3088.091225,7280.206727,10019.8181756924,1.37630956804181,337.694326862151,8.18488,7.37676,3438428793.12923
"Bolivia","BOL",2000,8195.101,0.42456647501196,3118.387765,7344.875181,10203.5280175524,1.38920373268524,338.636915229299,8.289,7.4445,3184399213.29446
"Bolivia","BOL",2001,8367.448,0.42742755467887,3133.335413,7330.68184,10221.2547146947,1.39431159853674,337.787027962729,8.50282,7.6185,2626807972.69492
"Bolivia","BOL",2002,8542.488,0.429779987831833,3128.193011,7278.591604,10075.0749874086,1.3842066618866,337.001051856595,8.71664,7.7925,3096325999.45703
"Bolivia","BOL",2003,8719.064,0.432913853155833,3170.095972,7322.694686,10031.9110446128,1.36997532667755,339.528605266313,8.93046,7.9665,2698512727.15703
"Bolivia","BOL",2004,8895.965,0.435711139223486,3258.193352,7477.874809,9879.33670548348,1.32114229748714,348.499581620237,9.14428,8.1405,2379510208.76345
"Bolivia","BOL",2005,9072.944,0.438835618004821,3312.740713,7548.933079,9638.23730577329,1.27676814788376,354.720567346928,9.3581,8.3145,3018634987.55117
"Bolivia","BOL",2006,9249.71,0.44293194342007,3418.854955,7718.691338,9541.40960066081,1.23614343194258,363.920198742051,9.4682,8.49252,2864978661.9656
"Bolivia","BOL",2007,9425.936,0.447952168202322,3499.196422,7811.540317,9381.13129352216,1.2009323274062,370.383479441512,9.5783,8.67054,3181983985.60936
"Bolivia","BOL",2008,9601.257,0.452519663700638,3614.023897,7986.446086,9302.23161009261,1.16475232035926,379.744227949997,9.6884,8.84856,4115263977.11373
"Bolivia","BOL",2009,9775.246,0.457082515718217,3661.846599,8011.346908,9423.76068169739,1.17630166186999,379.283650070476,9.7985,9.02658,4274900105.92962
"Bolivia","BOL",2010,9947.418,0.461559270816658,3743.844217,8111.296758,9551.66388020234,1.17757544387483,382.293822440717,9.9086,9.2046,4580323131.14788
"Brazil","BRA",1950,53443.075,0.346977406768102,1709.595961,4927.110318,10382.3354414212,2.10718550455262,225.853730042399,1.4988,1.4127,22705933645.8656
"Brazil","BRA",1951,54995.532,0.345516721565658,1748.664027,5061.011285,10718.9241611935,2.11794116977424,229.53746074889,1.55072,1.44482,27868478782.1707
"Brazil","BRA",1952,56602.56,0.344104308826814,1866.334744,5423.747091,11260.7323928568,2.07619053837198,241.978743692619,1.60264,1.47694,31585838309.2806
"Brazil","BRA",1953,58266.357,0.342746309220194,1875.682823,5472.510637,11905.191343709,2.17545330350154,239.666768991609,1.65456,1.50906,25244297417.0361
"Brazil","BRA",1954,59989.219,0.341501461648804,1986.968296,5818.330283,12141.351004109,2.08674145563438,253.148892961379,1.70648,1.54118,30083619439.7706
"Brazil","BRA",1955,61773.546,0.340166226297732,2051.021452,6029.468223,12558.3622077106,2.08283081413474,259.398827699175,1.7584,1.5733,30238288073.2258
"Brazil","BRA",1956,63631.992,0.338628523538608,2052.161331,6060.214035,12915.4504085922,2.13118717160823,258.296255811068,1.81742,1.62156,28785524697.0114
"Brazil","BRA",1957,65551.171,0.337364795493774,2210.751962,6553.001355,13130.872985941,2.00379524962588,277.763850711398,1.87644,1.66982,38194774201.5631
"Brazil","BRA",1958,67533.213,0.336120722624764,2276.666642,6773.359953,13707.7476764167,2.02377369157022,283.018910742065,1.93546,1.71808,37669911621.2583
"Brazil","BRA",1959,69580.328,0.334757593630257,2391.613023,7144.312985,14174.3633872046,1.98400649817061,295.206524252853,1.99448,1.76634,46266743944.9192
"Brazil","BRA",1960,71694.81,0.333424472876999,2483.47844,7448.398789,14918.1015353489,2.00286020632789,302.569444498701,2.0535,1.8146,44601229749.0831
"Brazil","BRA",1961,73832.902,0.334502856229171,2752.404083,8228.342544,15378.9447969482,1.86902097411615,330.879745957099,2.11816,1.87778,48730111152.2545
"Brazil","BRA",1962,76039.39,0.335581239500263,2813.084914,8382.724011,15901.2977430787,1.89691295123312,333.355515184688,2.18282,1.94096,51047952815.0624
"Brazil","BRA",1963,78316.598,0.336659622909115,2894.14168,8596.640295,16402.2391225922,1.9079824861501,338.345996579566,2.24748,2.00414,46157851120.6472
"Brazil","BRA",1964,80666.939,0.337738006248283,2936.051416,8693.281069,16615.3033535188,1.91128104816126,340.680777524361,2.31214,2.06732,50144954406.9715
"Brazil","BRA",1965,83092.908,0.338816389605795,3062.205479,9037.949677,16895.2774929657,1.86937060912844,352.220645899896,2.3768,2.1305,55252056233.6058
"Brazil","BRA",1966,85557.441,0.339894772931246,3092.880587,9099.523833,17275.1145847474,1.89846357917082,352.001910999881,2.46362,2.2006,58919715690.5567
"Brazil","BRA",1967,88049.823,0.34097315631639,3165.503383,9283.731943,17691.5565028617,1.90565137075089,356.287493266056,2.55044,2.2707,55403237853.3091
"Brazil","BRA",1968,90569.084,0.342051539529195,3431.531945,10032.20728,17904.9074854556,1.78474257815132,383.476836756207,2.63726,2.3408,66202074436.8668
"Brazil","BRA",1969,93114.241,0.343129922975588,3581.021182,10436.34187,18391.1549814099,1.76222235822655,395.377510369587,2.72408,2.4109,92918195259.2348
"Brazil","BRA",1970,95684.297,0.344208306275383,3853.189255,11194.35291,19591.8679919466,1.75015636450456,415.24751830187,2.8109,2.481,92553421360.8263
"Brazil","BRA",1971,98265.145,0.347870923654234,4216.401416,12120.59166,20451.3991529622,1.68732680108804,443.216729952051,2.76276,2.46176,106759674510.094
"Brazil","BRA",1972,100873.816,0.351533540995744,4606.848373,13105.00375,21542.7047152577,1.64385338045079,470.981382326745,2.71462,2.44252,124598670155.799
"Brazil","BRA",1973,103513.08,0.355196158254845,5113.680965,14396.78005,22919.1713292099,1.59196509564025,506.833990217111,2.66648,2.42328,150778451944.741
"Brazil","BRA",1974,106181.872,0.358858775501427,5432.766372,15139.00939,24745.1657160148,1.6345300460914,519.518083877902,2.61834,2.40404,170809575082.109
"Brazil","BRA",1975,108878.69,0.362521392939089,5535.635075,15269.8163,26782.6196636338,1.75395820993824,510.367245595236,2.5702,2.3848,187510559829.718
"Brazil","BRA",1976,111602.842,0.366184010078517,6023.459245,16449.26889,28903.7701259031,1.75714618802752,535.996271150088,2.60978,2.4212,200634064586.992
"Brazil","BRA",1977,114373.151,0.369846627454305,6100.583849,16494.90193,30991.9706545499,1.87888177729529,525.129811458465,2.64936,2.4576,198187788305.636
"Brazil","BRA",1978,117206.746,0.373509244732731,6251.08983,16736.10471,32676.5093725314,1.9524560785645,523.490934524011,2.68894,2.494,207596703354.802
"Brazil","BRA",1979,120101.25,0.377171862121217,6549.248792,17364.09698,34267.3919965042,1.97346237100457,534.595360249702,2.72852,2.5304,215584624995.414
"Brazil","BRA",1980,123019.627,0.380834479393767,6959.654491,18274.74892,35746.3461024034,1.95605128469274,554.763058080478,2.7681,2.5668,244733628123.782
"Brazil","BRA",1981,125992.13,0.386281631535032,6384.979083,16529.33653,37374.7472006876,2.26111599415101,494.382019462233,2.95478,2.70216,214906207513.302
"Brazil","BRA",1982,129027.654,0.389519804784115,6301.523316,16177.67117,38296.5328775793,2.36724634065975,479.950208258476,3.14146,2.83752,200168320653.455
"Brazil","BRA",1983,131960.122,0.394454343554077,5913.867325,14992.52682,38603.9615237807,2.57488027116837,443.606134297192,3.32814,2.97288,167326625123.88
"Brazil","BRA",1984,134699.466,0.396303368434046,5998.878071,15137.08575,38518.4097935512,2.54463840858873,448.214760735707,3.51482,3.10824,166978499062.476
"Brazil","BRA",1985,137381.985,0.39772227475409,6143.289647,15446.1795,38429.6539499906,2.48797147216829,457.718977972999,3.7015,3.2436,181661353763.75
"Brazil","BRA",1986,140196.277,0.400625105395315,6757.927055,16868.45623,38376.5923229676,2.27505065073567,500.095794452546,3.85376,3.34516,222854112720.035
"Brazil","BRA",1987,143026.542,0.410095128121134,6764.718055,16495.48505,38343.0431012865,2.32445684289147,489.180982066848,4.00602,3.44672,219779059401.737
"Brazil","BRA",1988,145872.747,0.412229704228768,6547.542404,15883.23776,38811.1028865033,2.44352590277559,469.123341747929,4.15828,3.54828,208862819555.739
"Brazil","BRA",1989,148658.641,0.41467874067646,6474.013925,15612.11919,38975.4489733079,2.49648676768192,460.466616170284,4.31054,3.64984,184363476238.822
"Brazil","BRA",1990,151170.059,0.418763893907394,6144.662294,14673.33355,38589.1255597053,2.62988130326427,434.217321551996,4.4628,3.7514,167909430096.011
"Brazil","BRA",1991,153583.96,0.436910450969676,6106.877424,13977.4121,36723.0339453553,2.62731281603662,420.51412192562,4.64028,3.92798,183188642071.655
"Brazil","BRA",1992,156032.06,0.455617310250302,5996.434477,13161.12084,35159.7905493243,2.67148907579852,401.739113503818,4.81776,4.10456,170929609731.811
"Brazil","BRA",1993,158512.045,0.45823328603078,6108.82737,13331.26064,34700.6450926883,2.6029530162039,408.719510848963,4.99524,4.28114,181783490514.776
"Brazil","BRA",1994,161017.063,0.462984960095781,6369.327737,13757.09426,34220.0427392451,2.48744699225788,423.740391744594,5.17272,4.45772,207894612204.125
"Brazil","BRA",1995,163544.281,0.467803261248678,6646.396798,14207.67521,34060.9225323963,2.39736072432334,438.299408925151,5.3502,4.6343,244720410994.114
"Brazil","BRA",1996,166085.855,0.457670462657423,6694.32615,14626.95694,35444.7992917716,2.42325176980877,445.283369885188,5.5623,4.8208,258885962941.231
"Brazil","BRA",1997,168638.739,0.46656557921186,6829.916969,14638.70734,35478.4611911938,2.42360615368336,445.500097483193,5.7744,5.0073,284355092707.068
"Brazil","BRA",1998,171201.155,0.470583454544486,6719.429256,14278.93223,36099.6539937161,2.5281760157017,432.044073954904,5.9865,5.1938,276500378471.99
"Brazil","BRA",1999,173763.871,0.479262086501213,6631.067521,13835.99435,36147.984304512,2.61260473155021,418.455243608632,6.1986,5.3803,242662720210.766
"Brazil","BRA",2000,176319.621,0.479941397387712,6839.000912,14249.65829,36306.7528205918,2.54790340102898,430.336959577912,6.4107,5.5668,267646194380.777
"Brazil","BRA",2001,178869.658,0.480229663235049,6821.584886,14204.83866,36737.4482031445,2.58626296873015,427.300410207544,6.56218,5.77306,260615293085.538
"Brazil","BRA",2002,181417.591,0.489454578404111,6856.370626,14008.1857,36341.4793382084,2.59430308224772,422.909742170075,6.71366,5.97932,231587543981.55
"Brazil","BRA",2003,183959.92,0.492088593885681,6817.820559,13854.86403,36066.8413695753,2.60318984664733,419.339942639254,6.86514,6.18558,227561324388.411
"Brazil","BRA",2004,186488.596,0.50042535532876,7118.02767,14223.95487,35324.3983470223,2.48344420872184,433.506327800648,7.01662,6.39184,254448555411.031
"Brazil","BRA",2005,188993.079,0.508138102750004,7234.049669,14236.38501,34917.1427938265,2.45266918317395,435.565518534293,7.1681,6.5981,248172990132.049
"Brazil","BRA",2006,191469.007,0.508678367993606,7432.303928,14611.00844,34911.3530116166,2.3893869581268,447.051920371283,7.2423,6.71406,273798618580.759
"Brazil","BRA",2007,193918.575,0.508512784125895,7790.824214,15320.80305,35189.2630344168,2.29682888811868,467.532141289373,7.3165,6.83002,319481696346.028
"Brazil","BRA",2008,196342.587,0.5128204709021,8087.780703,15771.17366,35568.080441859,2.25525894322433,479.561015705183,7.3907,6.94598,369516815034.998
"Brazil","BRA",2009,198739.269,0.517259459264692,7976.793964,15421.26262,36341.868554558,2.3566078504769,465.569136190641,7.4649,7.06194,309701310827.182
"Brazil","BRA",2010,201103.33,0.521100437961637,8324.386559,15974.62975,36466.2395289168,2.28275960692715,481.726429737323,7.5391,7.1779,377301421555.985
"Barbados","BRB",1950,210.666,NA,NA,NA,NA,NA,NA,5.0736,5.2024,NA
"Barbados","BRB",1951,214.729,NA,NA,NA,NA,NA,NA,5.08458,5.2025,NA
"Barbados","BRB",1952,217.959,NA,NA,NA,NA,NA,NA,5.09556,5.2026,NA
"Barbados","BRB",1953,221.303,NA,NA,NA,NA,NA,NA,5.10654,5.2027,NA
"Barbados","BRB",1954,225.244,NA,NA,NA,NA,NA,NA,5.11752,5.2028,NA
"Barbados","BRB",1955,227.255,NA,NA,NA,NA,NA,NA,5.1285,5.2029,NA
"Barbados","BRB",1956,225.962,NA,NA,NA,NA,NA,NA,5.13514,5.20204,NA
"Barbados","BRB",1957,225.569,NA,NA,NA,NA,NA,NA,5.14178,5.20118,NA
"Barbados","BRB",1958,227.979,NA,NA,NA,NA,NA,NA,5.14842,5.20032,NA
"Barbados","BRB",1959,231.394,NA,NA,NA,NA,NA,NA,5.15506,5.19946,NA
"Barbados","BRB",1960,232.339,0.393935745797883,16363.15717,41537.62979,79714.3252096433,1.91908699684242,965.153196299618,5.1617,5.1986,792206849.182627
"Barbados","BRB",1961,229.597,0.393157847340516,16561.80289,42125.07267,84752.554621722,2.01192660925852,959.009841245588,5.46064,5.41078,718786291.302
"Barbados","BRB",1962,228.747,0.392379948919602,17063.63542,43487.53158,88130.2147448956,2.02656282255916,977.214301756332,5.75958,5.62296,713992065.457319
"Barbados","BRB",1963,230.738,0.391602050468852,16782.32461,42855.55857,90192.5704351272,2.10457110920179,955.616350541075,6.05852,5.83514,755014234.238684
"Barbados","BRB",1964,233.269,0.390824151888629,16775.726,42923.97468,92309.6955047759,2.15053932430416,949.767907051319,6.35746,6.04732,741299325.675024
"Barbados","BRB",1965,234.98,0.3900462535172,17508.69576,44888.76794,94399.1880097647,2.10295787436051,985.859288541895,6.6564,6.2595,806566937.925868
"Barbados","BRB",1966,236.227,0.389268355113256,18115.60517,46537.57474,97214.4641106879,2.08894564561677,1012.10782960335,6.97466,6.56108,816316044.08846
"Barbados","BRB",1967,238.224,0.388490456718054,20186.21327,51960.6413,99617.486637467,1.91717200067481,1120.88909100266,7.29292,6.86266,932730035.377173
"Barbados","BRB",1968,239.868,0.387712558341765,21477.12473,55394.45207,103214.610912761,1.86326621269459,1180.91655527035,7.61118,7.16424,1201608582.61439
"Barbados","BRB",1969,239.321,0.386934659794384,24332.78616,62886.03397,110415.101759349,1.7557968723552,1310.8249939187,7.92944,7.46582,1215356748.93302
"Barbados","BRB",1970,238.756,0.38615676145783,27211.26331,70466.88295,117427.521956824,1.66642140308867,1439.00320927972,8.2477,7.7674,1459506411.1158
"Barbados","BRB",1971,240.606,0.392270245233326,26568.91535,67731.15135,123289.820065464,1.82028236059897,1360.8577113323,8.1316,7.63462,1255335204.96283
"Barbados","BRB",1972,242.445,0.398383729123016,26615.71345,66809.23819,126245.450996189,1.88964063079356,1331.77627413036,8.0155,7.50184,1281586546.21829
"Barbados","BRB",1973,244.127,0.404497213009392,26522.72926,65569.62176,129050.156900979,1.96813941329924,1297.52728591889,7.8994,7.36906,1263189394.47949
"Barbados","BRB",1974,245.563,0.410610696815177,24518.17788,59711.49332,131330.031589072,2.19940959917483,1174.72600529626,7.7833,7.23628,1432378292.32153
"Barbados","BRB",1975,247.147,0.41672418065257,26348.9495,63228.75111,134767.218560885,2.13142306616855,1233.25584375643,7.6672,7.1035,1418789988.52332
"Barbados","BRB",1976,248.023,0.422837664455889,24049.08413,56875.45399,137937.228448735,2.42525059181044,1100.77285442671,7.59698,6.94444,1929965092.83122
"Barbados","BRB",1977,249.169,0.428951148365269,23527.19186,54848.18481,145282.279082996,2.64880742336815,1043.33724532108,7.52676,6.78538,1627535925.81912
"Barbados","BRB",1978,250.145,0.435064632294105,23592.00269,54226.43198,149075.935869653,2.74913783603973,1022.68491021724,7.45654,6.62632,1997279079.10999
"Barbados","BRB",1979,251.145,0.441178116013999,24395.10323,55295.36109,155665.352970775,2.81516116184521,1027.91699110847,7.38632,6.46726,1913665089.21931
"Barbados","BRB",1980,251.966,0.447291599922117,24703.47233,55229.01019,160835.047601405,2.91214792820109,1015.56337277998,7.3161,6.3082,2085319801.64662
"Barbados","BRB",1981,252.361,0.453753795514948,25200.90596,55538.72212,167009.404219072,3.00708042684566,1008.51471824249,7.45334,6.51728,2301460851.8873
"Barbados","BRB",1982,253.475,0.461374587015696,22840.35819,49505.02007,173396.741799817,3.50260926174021,887.773676126029,7.59058,6.72636,1795301550.90402
"Barbados","BRB",1983,254.847,0.469365879385414,22166.55892,47226.60912,174364.126231448,3.69207380077616,845.345772237352,7.72782,6.93544,1587657088.41494
"Barbados","BRB",1984,256.114,0.476083978158749,22176.27383,46580.5926,173810.905947914,3.73140177585276,834.665894928369,7.86506,7.14452,1338674256.18186
"Barbados","BRB",1985,257.247,0.482826019909137,21992.08567,45548.67543,171169.183135396,3.75793986366193,820.352600939441,8.0023,7.3536,1286404654.60109
"Barbados","BRB",1986,258.265,0.488885172119877,23836.68307,48757.22241,168466.907069896,3.45521952939108,882.810363230949,8.1046,7.50038,1402609230.02945
"Barbados","BRB",1987,259.124,0.503218019547719,25267.54449,50211.92308,164094.991096262,3.2680483245945,917.152906357351,8.2069,7.64716,1471848799.2848
"Barbados","BRB",1988,259.953,0.51904190262369,25700.08591,49514.4723,159978.349859297,3.23094122643608,912.105519841274,8.3092,7.79394,1620736491.06931
"Barbados","BRB",1989,261.092,0.533103777891594,26905.08547,50468.75784,157418.441314577,3.11912652603096,934.696779895528,8.4115,7.94072,1825713663.59781
"Barbados","BRB",1990,262.264,0.525412233504194,26127.73371,49728.06502,162717.912378607,3.27215451301321,910.870085562764,8.5138,8.0875,1767219592.22968
"Barbados","BRB",1991,263.336,0.515431091206505,24701.35177,47923.67436,168302.002138522,3.51187600671532,868.001244162327,8.56478,8.1874,1786870396.86323
"Barbados","BRB",1992,264.604,0.52165921208055,21952.59175,42082.24688,168511.233938118,4.00433071976022,761.88478425342,8.61576,8.2873,934446190.128078
"Barbados","BRB",1993,265.699,0.525975141898629,22533.67386,42841.70879,163139.852045986,3.8079679044937,784.055423826536,8.66674,8.3872,1270285284.63217
"Barbados","BRB",1994,266.63,0.529350396159884,22953.72275,43362.05832,160841.745428404,3.70927376743597,797.340143728024,8.71772,8.4871,1391624402.1173
"Barbados","BRB",1995,267.667,0.535047225739214,23630.35424,44164.98788,158719.009748544,3.59377455689103,815.708774212841,8.7687,8.587,1597512916.09334
"Barbados","BRB",1996,268.81,0.530739449755995,23833.15358,44905.56259,160964.694889322,3.58451571710555,825.511760659754,8.77754,8.60586,1530985611.44318
"Barbados","BRB",1997,270.062,0.531846028461067,25868.29317,48638.68824,160951.13261508,3.30911746264397,894.163987540209,8.78638,8.62472,1909009341.30762
"Barbados","BRB",1998,271.294,0.535442071819544,27224.28917,50844.50887,162737.343201023,3.20068669789125,931.282944696055,8.79522,8.64358,2203746678.59786
"Barbados","BRB",1999,272.504,0.53937276489392,28258.96505,52392.27282,166177.398286909,3.17179212396133,952.964202955018,8.80406,8.66244,2427382836.66352
"Barbados","BRB",2000,273.68,0.543753340930953,28235.5576,51927.1432,170593.989622651,3.28525659433256,936.281671166859,8.8129,8.6813,2155213370.68125
"Barbados","BRB",2001,274.906,0.548644254798038,27150.63691,49486.77886,172509.492934593,3.48597134241913,888.965390553786,8.91776,8.7806,2126097444.30726
"Barbados","BRB",2002,276.218,0.544542116653223,26347.58768,48384.84825,176739.587623155,3.65278788743861,862.180317421355,9.02262,8.8799,2086936855.45347
"Barbados","BRB",2003,277.547,0.550200639133852,26362.60147,47914.52353,177305.58585725,3.70045599527326,852.890023779202,9.12748,8.9792,1602397382.34254
"Barbados","BRB",2004,278.818,0.559202361913492,28213.03773,50452.28642,173514.14120019,3.43917299913302,904.556907135332,9.23234,9.0785,1929691744.10503
"Barbados","BRB",2005,280.037,0.563424435135055,28575.04631,50716.73241,173406.687950769,3.41912185014067,909.485927982868,9.3372,9.1778,1971291458.09134
"Barbados","BRB",2006,281.207,0.567571256832509,28942.21339,50993.09213,173489.174357425,3.40220934073067,914.296844452689,9.37252,9.21046,2373297251.71197
"Barbados","BRB",2007,282.359,0.571637373110138,29945.32054,52385.16925,175963.011544503,3.35902344239353,934.834121993511,9.40784,9.24312,2146826431.22885
"Barbados","BRB",2008,283.498,0.574796090869224,30097.96789,52362.86114,177009.846098176,3.38044641267622,932.590299658571,9.44316,9.27578,2186321994.70943
"Barbados","BRB",2009,284.589,0.579479376804013,27987.82125,48298.21797,177669.191925184,3.67858690015317,859.132994372919,9.47848,9.30844,2000352689.09142
"Barbados","BRB",2010,285.653,0.580963503564692,28088.5447,48348.20867,178015.573834268,3.68194766117004,859.464062061148,9.5138,9.3411,1950326553.41485
"Brunei","BRN",1950,44.983,NA,NA,NA,NA,NA,NA,2.0429,1.7432,NA
"Brunei","BRN",1951,47.632,NA,NA,NA,NA,NA,NA,2.08986,1.7941,NA
"Brunei","BRN",1952,50.634,NA,NA,NA,NA,NA,NA,2.13682,1.845,NA
"Brunei","BRN",1953,53.678,NA,NA,NA,NA,NA,NA,2.18378,1.8959,NA
"Brunei","BRN",1954,57.07,NA,NA,NA,NA,NA,NA,2.23074,1.9468,NA
"Brunei","BRN",1955,60.983,NA,NA,NA,NA,NA,NA,2.2777,1.9977,NA
"Brunei","BRN",1956,65.347,NA,NA,NA,NA,NA,NA,2.3618,2.0553,NA
"Brunei","BRN",1957,69.342,NA,NA,NA,NA,NA,NA,2.4459,2.1129,NA
"Brunei","BRN",1958,73.521,NA,NA,NA,NA,NA,NA,2.53,2.1705,NA
"Brunei","BRN",1959,78.54,NA,NA,NA,NA,NA,NA,2.6141,2.2281,NA
"Brunei","BRN",1960,83.037,NA,NA,NA,NA,NA,NA,2.6982,2.2857,NA
"Brunei","BRN",1961,87.067,NA,NA,NA,NA,NA,NA,2.83562,2.3567,NA
"Brunei","BRN",1962,90.822,NA,NA,NA,NA,NA,NA,2.97304,2.4277,NA
"Brunei","BRN",1963,94.351,NA,NA,NA,NA,NA,NA,3.11046,2.4987,NA
"Brunei","BRN",1964,98.171,NA,NA,NA,NA,NA,NA,3.24788,2.5697,NA
"Brunei","BRN",1965,102.414,NA,NA,NA,NA,NA,NA,3.3853,2.6407,NA
"Brunei","BRN",1966,106.629,NA,NA,NA,NA,NA,NA,3.63752,2.80302,NA
"Brunei","BRN",1967,110.971,NA,NA,NA,NA,NA,NA,3.88974,2.96534,NA
"Brunei","BRN",1968,115.921,NA,NA,NA,NA,NA,NA,4.14196,3.12766,NA
"Brunei","BRN",1969,121.434,NA,NA,NA,NA,NA,NA,4.39418,3.28998,NA
"Brunei","BRN",1970,127.554,0.305888689462999,51532.05906,168466.7032,50613.5161145698,0.300436318590995,4554.33781308716,4.6464,3.4523,312601011.834465
"Brunei","BRN",1971,136.621,0.311072906692228,52418.28064,168508.0234,51034.4278131374,0.302860521317689,4542.89641529511,4.84042,3.6152,316888630.033887
"Brunei","BRN",1972,141.5,0.316257124199267,56339.0659,178143.2309,52640.2296592456,0.295493852858181,4753.31650073602,5.03444,3.7781,380785527.998334
"Brunei","BRN",1973,145.17,0.32144134164797,60615.40955,188573.7822,55613.2305130909,0.294914965719402,4940.32216277974,5.22846,3.941,445260311.61471
"Brunei","BRN",1974,151,0.326625559085879,61998.27068,189814.5107,58488.2854826354,0.308133900126716,4889.97283129669,5.42248,4.1039,317654303.165726
"Brunei","BRN",1975,156.223,0.331809776410533,64564.92284,194584.1486,58438.6264936174,0.300325730097099,5014.26703334772,5.6165,4.2668,583769522.539693
"Brunei","BRN",1976,161.626,0.336993993847697,74832.89298,222060.0199,62997.0210415797,0.283693665658272,5580.80742367028,5.81494,4.62984,712011177.614699
"Brunei","BRN",1977,167.216,0.342178211220596,79948.36096,233645.3881,68814.2973697258,0.294524526802444,5701.61191028761,6.01338,4.99288,623819226.879918
"Brunei","BRN",1978,173,0.347362428557235,82653.23841,237945.2457,71970.4305741892,0.302466352552928,5720.39034232345,6.21182,5.35592,706210789.743389
"Brunei","BRN",1979,178.899,0.352546645918426,97963.12959,277872.8169,75656.6316065539,0.272270718851139,6569.9751938722,6.41026,5.71896,927464182.434451
"Brunei","BRN",1980,185.22,0.357730863403659,87087.54242,243444.3078,81692.3385772971,0.335568899990099,5610.55531070059,6.6087,6.082,567607936.076245
"Brunei","BRN",1981,192.831,0.359677278706072,67933.54182,188873.5982,81544.5928981197,0.431741618072905,4355.51517404567,6.70252,6.18628,1030254384.58264
"Brunei","BRN",1982,198.862,0.362571501165139,69348.48509,191268.4391,88022.8418679155,0.46020578346381,4299.76630192932,6.79634,6.29056,1927417314.75318
