country,country isocode,year,POP,XRAT,Currency_Unit,PPP,cgdp,cc,cg,ci,p,pc,pg,pi,openc,cgnp,y,yEKS,yCPDW,rgdpl,rgdpl2,rgdpch,rgdptt,openk,kc,kg,ki,rgdpeqa,rgdpwok,rgdpl2wok,rgdpl2pe,rgdpl2te,rgdpl2th,grgdpch,grgdpl2
Guinea-Bissau,GNB,1979,771.376,0.523954671,CFA Franc BCEAO,0.343621561,335.8524382,94.26013047,19.68380261,20.89638633,65.58230708,62.6223691,75.37756792,69.70723844,49.63363131,98.56590555,2.970535288,2.966784626,2.965806522,609.2518238,667.5638945,618.9849219,728.9451668,93.68007992,115.9880532,22.84041181,25.83712374,776.9020023,1562.70873,1685.352727,na,na,na,-4.215625398,-4.043560829
Guinea-Bissau,GNB,1980,788.898,0.520167121,CFA Franc BCEAO,0.330349823,325.6945092,90.33088375,22.39243264,16.43096024,63.50840141,51.55743728,78.39366953,108.9241152,54.52946513,94.6730443,2.678654286,2.577308169,2.584332779,495.4402315,535.7394212,505.0330988,641.2597973,112.747277,119.7077846,27.95233093,21.87867768,634.934951,1277.774799,1355.464291,na,na,na,-18.40946671,-19.74709454
Guinea-Bissau,GNB,1981,807.056,0.574441627,CFA Franc BCEAO,0.29111689,434.6630734,94.96615784,18.44864032,11.11066161,50.6782371,37.51112355,78.25488056,117.4320123,46.91172591,98.93192394,3.218942816,2.905292894,2.920725055,659.3354005,724.0280564,669.4960952,786.138803,73.62720381,116.0020734,21.45911151,13.41940323,842.5643887,1694.949926,1833.007406,na,na,na,32.56479562,35.14556289
Guinea-Bissau,GNB,1982,825.767,0.613324103,CFA Franc BCEAO,0.320257971,468.9410776,98.64305475,21.07977838,13.72213469,52.21675938,40.09694503,72.92099339,107.5357651,49.12539799,98.54981881,3.371598855,3.152735756,3.165231335,593.1543946,655.4580935,605.0022786,796.9746816,104.9303901,136.0913091,28.04549081,18.67564645,762.1811051,1536.699041,1664.856248,na,na,na,-9.633187862,-9.470622347
Guinea-Bissau,GNB,1983,845.006,0.647670128,CFA Franc BCEAO,0.360256088,485.2630989,92.55971621,20.77747767,12.90733395,55.6233911,46.95164574,68.14030821,97.6602925,38.26285467,99.74591379,3.240350003,3.112705266,3.159989448,564.1553747,618.9264165,575.6709387,801.8118724,103.0170627,134.0276458,29.33488493,18.6118082,725.975641,1468.673989,1579.029039,na,na,na,-4.848137103,-5.573457299
Guinea-Bissau,GNB,1984,864.775,1.608628205,CFA Franc BCEAO,0.591911942,501.9298333,101.6704104,23.22898227,12.98081779,36.79606888,30.66309835,24.44382186,106.935853,64.68259867,99.94011593,3.039697101,2.80251051,2.742563352,594.0548263,652.6704321,606.7908924,801.3777948,108.6346413,140.3689585,31.4343572,17.93423967,766.0089287,1549.848701,1667.032966,na,na,na,5.405858047,5.452023808
Guinea-Bissau,GNB,1985,885.063,2.45025641,CFA Franc BCEAO,0.815698177,490.4916652,109.8883253,22.63400356,15.42920509,33.29031908,28.75606415,26.37195846,75.73267923,67.46754836,110.8962914,2.793144623,2.664659888,2.668821467,595.1341155,662.8848349,607.7279418,753.8741504,106.2198529,143.8676298,28.91916547,20.08668459,767.9827733,1557.595122,1698.961187,na,na,na,0.154427074,1.565016932
Guinea-Bissau,GNB,1986,905.93,3.13274359,CFA Franc BCEAO,1.396858148,571.0682236,93.24688025,19.11696392,11.60950205,44.58897157,42.59690442,31.89320467,81.49482353,33.38726494,99.37258992,3.103893738,3.013343144,3.061430096,618.3111933,683.1459247,630.2721538,867.9216161,89.03690004,133.1244676,26.77211896,16.63822901,796.8825459,1615.435675,1750.955189,na,na,na,3.709589511,3.056502244
Guinea-Bissau,GNB,1987,927.409,8.600128205,CFA Franc BCEAO,2.563557352,597.7598629,94.73164775,16.57862245,13.11300452,29.80836205,28.05976293,20.97455722,53.60916146,54.27550748,95.22539974,3.0866678,3.018277175,3.052536273,514.8398963,591.6981027,526.5120726,878.9605512,165.1168514,164.9864532,28.14646496,22.93479536,666.0373203,1350.883051,1518.132213,na,na,na,-16.46274242,-13.38627937
Guinea-Bissau,GNB,1988,949.542,17.07241026,CFA Franc BCEAO,4.386920322,635.0602028,100.6385372,16.98523776,16.37913286,25.69596358,23.8208319,17.71418441,45.4945042,60.36638559,93.91940635,3.072796636,3.032832343,3.045942588,440.6372096,527.1430818,453.2673905,897.0525403,232.4852285,210.4621723,34.63641801,34.38098476,573.6788762,1162.358307,1351.805034,na,na,na,-13.91130154,-10.91012808
Guinea-Bissau,GNB,1989,972.389,27.84838462,CFA Franc BCEAO,8.512764594,666.9897925,98.80821081,17.29761765,15.00054565,30.56825274,30.26231274,23.10709758,41.18717271,47.22563568,94.22924346,3.031670014,3.022374652,3.058308166,498.7399754,583.4990815,511.4144593,911.2843896,195.8869674,185.5051887,31.22549265,28.10980986,647.6071777,1312.960168,1498.02384,na,na,na,12.82842534,10.69083548
Guinea-Bissau,GNB,1990,995.989,33.62241026,CFA Franc BCEAO,10.92250962,721.3715817,98.06490308,15.83794211,13.09732929,32.48580198,33.42408134,23.32763987,36.53503716,51.00011175,95.63865688,3.134073959,3.179760296,3.162869395,512.3137863,601.2667672,524.6330183,939.2057804,190.8336925,182.2450896,28.82223103,26.44540552,664.6892489,1349.06462,1546.124042,na,na,na,2.584705761,3.045023768
Guinea-Bissau,GNB,1991,1020.216,56.28625641,CFA Franc BCEAO,16.98093973,759.2604535,96.82377712,15.01970919,12.75650621,30.16889169,31.35804829,25.38003756,26.78148794,51.4000262,93.38907893,3.236477312,3.311706857,3.262464746,520.3166856,611.5317135,532.6526208,956.4628819,187.9040029,180.1963324,27.49828807,25.66164175,675.4606493,1370.668711,1573.64735,na,na,na,1.528611849,1.707219964
Guinea-Bissau,GNB,1992,1051.003,106.6755769,CFA Franc BCEAO,44.23205624,506.3371909,76.02646734,25.26027836,47.02208888,41.46408908,60.61205891,17.49821259,23.37965659,64.64990424,94.03482108,2.069018929,2.080362434,1.901154562,553.1514132,573.9326795,548.0902117,636.8439933,87.22966248,87.83687145,28.81196947,55.91423483,695.6668958,1411.978176,1478.552984,na,na,na,2.898247431,-6.148337544
Guinea-Bissau,GNB,1993,1084.455,155.1062051,CFA Franc BCEAO,54.16321057,625.5227009,75.72690396,23.17082742,24.94970837,34.92007978,39.6283725,10.62903251,43.18868277,41.58631287,93.54105812,2.465031809,2.549037674,2.399457557,704.671052,730.5222938,703.0844646,774.8389636,54.1189927,83.441693,25.60151158,28.01125156,893.2035819,1813.810207,1884.594042,na,na,na,28.27896751,27.28362051
Guinea-Bissau,GNB,1994,1116.514,198.340641,CFA Franc BCEAO,63.83305035,655.7134535,79.00723443,21.79362156,17.05411602,32.18354545,36.23793112,10.52021305,41.08442713,50.76378754,94.02005131,2.461501295,2.511552485,2.378676757,755.6516551,789.7086845,755.0791509,797.7621446,55.86714969,83.65686026,22.88731987,18.68326018,960.1287027,1950.875286,2040.34657,na,na,na,7.395226168,8.101928056
Guinea-Bissau,GNB,1995,1143.328,278.0391026,CFA Franc BCEAO,92.93337301,664.5695684,82.7540418,23.60246262,17.11959184,33.42456948,38.27679501,9.074174236,43.54093325,46.81043905,92.90440326,2.412673562,2.445509173,2.293379149,795.6041516,828.4967754,795.2497041,792.0312386,46.05866146,82.68237023,23.43591232,17.77387621,1012.126669,2057.744016,2143.772294,na,na,na,5.320045348,4.91169614
Guinea-Bissau,GNB,1996,1166.256,405.745,CFA Franc BCEAO,126.4762404,743.8556402,84.36770141,20.67391268,16.26975404,31.17136142,33.88069383,9.888759747,44.16568819,42.36018047,93.12178418,2.584203261,2.617946582,2.497340468,892.4649223,939.6061412,892.0429246,871.6534023,37.85684902,82.49567733,20.23586741,16.87664151,1136.496916,2308.410655,2431.493786,na,na,na,12.17142489,13.41095935
Guinea-Bissau,GNB,1997,1194.113,583.6693724,CFA Franc BCEAO,178.520785,765.5718216,79.14974437,22.896631,15.60068345,30.5859436,31.80008092,19.39896189,40.84482328,58.94607843,94.52610632,2.532251673,2.543077287,2.529836303,901.7411406,935.3346138,901.3211358,891.7946573,55.03777888,77.98758357,22.5532244,16.46599116,1146.902686,2335.94549,2424.0979,na,na,na,1.040108155,-0.454608287
Guinea-Bissau,GNB,1998,1222.239,589.9517746,CFA Franc BCEAO,181.446138,549.2163051,84.77443214,21.61220824,13.72830215,30.75609666,34.52251885,26.75594335,13.7952115,49.83579639,93.1704883,1.744151752,1.827094136,1.687821453,639.1596445,670.4080021,639.735625,634.6918916,53.12625849,83.7328608,21.66722617,14.85866163,813.0754179,1672.214186,1752.389155,na,na,na,-29.02245386,-28.32426041
Guinea-Bissau,GNB,1999,1250.409,615.699132,CFA Franc BCEAO,177.3039972,623.8088944,69.30439675,25.10614445,13.39856943,28.7971816,31.78723006,23.55407871,23.15557887,57.41142444,93.62877385,1.890437774,1.929334068,1.873474078,651.2481544,659.5982688,650.3752783,717.8087462,70.48053595,74.95879413,27.84455794,16.12447748,825.6830998,1702.740876,1726.887494,na,na,na,1.663132845,-1.61241114
Guinea-Bissau,GNB,2000,1278.859,711.9762744,CFA Franc BCEAO,167.7297115,715.1426762,62.02994817,29.85470289,12.35263707,23.55832877,27.15965995,13.88897286,28.84346436,67.86179922,94.24475154,2.06643728,2.037762995,2.014643028,658.3111239,645.4831038,656.8835825,804.8792398,89.99290308,74.61986385,36.36607161,16.37644712,833.0819211,1722.607573,1692.711027,na,na,na,1.000699806,-2.139963925
Guinea-Bissau,GNB,2001,1306.455,733.0385071,CFA Franc BCEAO,173.4567576,643.8276332,68.7662032,27.52999593,15.08145679,23.66270747,27.07546878,14.43341437,24.94903967,81.83687457,91.96117722,1.82052566,1.837700744,1.803576874,631.8955257,634.5433316,629.7086828,706.9592023,90.95357017,75.88961102,30.64937098,18.11704324,797.8474698,1654.046624,1666.745725,na,na,na,-4.136943042,-1.694819306
Guinea-Bissau,GNB,2002,1333.12,696.9882036,CFA Franc BCEAO,194.4126406,547.8915485,80.37597157,31.01131713,11.07750003,27.89324692,28.37374825,16.40553051,56.56654456,78.94366197,95.68127208,1.512052957,1.444400893,1.465813474,619.2042023,623.8528335,620.0782067,588.0641188,82.37993411,75.91386295,29.35800867,11.20275552,784.897049,1638.1806,1648.152762,na,na,na,-1.529354184,-1.684754622
Guinea-Bissau,GNB,2003,1359.917,581.2003139,CFA Franc BCEAO,175.7663677,581.1042678,71.36421589,27.61857236,11.2403939,30.24196021,31.94286568,16.94903304,52.10488498,75.30597552,95.61883465,1.544861698,1.506066784,1.518433626,615.4276846,619.9427607,615.8028268,612.3607956,79.95226187,70.75572332,27.34468978,11.64849102,778.7230667,1629.340167,1640.293934,na,na,na,-0.689490437,-0.626762048
Guinea-Bissau,GNB,2004,1386.926,528.2848093,CFA Franc BCEAO,182.3637815,563.7082556,73.73963307,29.54238488,12.96152102,34.5199745,41.44147685,16.96480945,35.15511598,78.16675954,95.77599691,1.419124558,1.432781335,1.384093392,606.2730323,608.4816551,606.4409956,581.1465951,84.22565008,70.54236167,28.30571131,12.63703212,766.0984694,1609.136143,1614.550848,na,na,na,-1.520264411,-1.848736095
Guinea-Bissau,GNB,2005,1414.159,527.4681428,CFA Franc BCEAO,186.4423171,602.3951445,69.74664173,29.05691425,14.28061518,35.34664976,40.68900031,22.13463738,36.13718302,88.47311492,96.01475382,1.438713229,1.464656141,1.44357505,602.3951445,602.3951445,602.3951445,602.3951445,88.47311492,69.74664173,29.05691425,14.28061518,760.1414265,1600.571489,1600.571489,na,na,na,-0.667146688,-1.000278398
Guinea-Bissau,GNB,2006,1442.747,522.8901096,CFA Franc BCEAO,172.2085793,640.7639938,66.22638284,28.41740089,16.34867858,32.93399055,38.89564692,18.0537997,34.64895556,95.41457286,96.89070752,1.456122844,1.481295315,1.450816554,595.3900987,593.2892318,595.3900987,623.0237358,94.68264615,69.28736172,29.96888206,16.84888623,750.4738779,1586.171516,1580.574622,na,na,na,-1.162865588,-1.511617889
Guinea-Bissau,GNB,2007,1472.78,479.2667826,CFA Franc BCEAO,176.6524222,658.0307508,69.98112707,28.44392072,15.0150094,36.85889125,43.36964805,20.85979734,36.82205212,87.3514834,97.59897828,1.443142758,1.478700408,1.448121426,622.7851532,622.8491205,622.6137864,623.1925257,89.03170212,69.86990126,29.09541399,14.55032514,783.9501235,1667.514001,1668.144284,na,na,na,4.572411892,4.982374046
Guyana,GUY,1950,427.971,1.714290021,Guyana Dollar,1.328195226,248.0812559,49.96440691,3.769704076,50.01792311,77.4778602,114.6060081,236.0665253,28.43707496,81.41967229,na,12.82098889,10.84678264,10.33979073,na,na,na,1652.870641,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1951,439.062,1.714290021,Guyana Dollar,1.246735141,290.4026973,46.29679469,3.577262853,56.04834809,72.72603387,114.6502845,225.1566523,28.36713844,85.47920818,na,13.24279702,10.78718747,10.52531214,na,na,na,1768.528657,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1952,451.43,1.714290021,Guyana Dollar,1.486170514,262.8101687,50.60351834,4.439189726,44.57182669,86.6930622,124.193998,236.2238028,29.22459362,94.21968173,na,11.54176313,9.839143511,9.375511112,na,na,na,1539.771374,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1953,464.323,1.714290021,Guyana Dollar,1.654462726,251.2371763,49.01849885,4.214567612,40.09704037,96.51008322,136.4097309,259.0160598,30.65202394,81.32581318,na,10.65391127,9.148366968,8.652949674,na,na,na,1455.515361,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1954,477.498,1.714290021,Guyana Dollar,1.464362279,299.9472702,41.81403729,3.422743482,51.21863595,85.42091834,137.9095911,264.5608246,30.5988167,79.73976008,na,12.96915027,10.4055073,10.03972634,na,na,na,1724.152915,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1955,491.18,1.714290021,Guyana Dollar,1.444259574,301.2587464,40.5255939,3.892550514,56.48585633,84.24826352,139.6412348,263.8816873,32.12786691,87.4514393,na,12.12076088,9.673932329,9.344742877,na,na,na,1734.327747,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1956,505.229,1.714290021,Guyana Dollar,1.496544079,305.152062,41.99190554,4.144087038,54.78667981,87.29818528,140.8631883,259.0238445,33.25324891,85.5463203,na,11.88837999,9.684704484,9.315108576,na,na,na,1699.051738,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1957,520.286,1.714290021,Guyana Dollar,1.275361908,370.5350096,35.60471126,3.982834648,64.46884198,74.39592439,135.3651007,250.6884149,29.83278862,96.75731818,na,13.9640483,10.71177462,10.41857426,na,na,na,1975.925139,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1958,536.776,1.715290183,Guyana Dollar,1.178691736,368.7712828,35.53838671,3.561791525,69.92871278,68.71675406,130.3735039,240.408569,28.6371965,98.07137791,na,13.87790753,10.33011838,10.29215637,na,na,na,1895.197457,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1959,554.471,1.715290183,Guyana Dollar,1.249581422,346.0650986,36.05169905,4.301165228,63.38642371,72.84956412,132.5790353,232.3784063,28.05276599,98.7970804,na,12.26288508,9.503651589,9.104592279,na,na,na,1769.053341,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1960,571.083,1.714290023,Guyana Dollar,1.192065212,425.2176848,37.59026915,3.606019242,67.1133984,69.53696258,126.2933908,222.4967023,29.52907681,106.5566255,91.80965593,14.73043411,11.69545539,11.47388892,na,na,na,2204.230745,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1961,584.71,1.714290023,Guyana Dollar,1.241064963,435.7284061,38.62843271,4.127177706,58.17903995,72.39527423,121.3585648,210.809285,30.06672433,105.8708838,93.12633773,14.85341987,12.2376776,11.83683726,na,na,na,2241.764527,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1962,597.896,1.714290023,Guyana Dollar,1.583537114,350.5219837,33.93527306,4.051033716,50.18654309,92.37276615,162.7454784,265.2138748,30.83630292,102.2533599,89.25827409,11.28923302,9.199923241,8.326069941,na,na,na,1803.772902,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1963,612.069,1.714290023,Guyana Dollar,1.418052472,344.9529226,33.25646912,4.535284019,45.32301391,82.7195196,134.0409877,222.9626335,31.02805052,109.7678643,90.87311782,10.68141472,9.001623746,8.363796207,na,na,na,1754.916172,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1964,626.389,1.714290023,Guyana Dollar,1.256813007,420.8590733,51.70679307,6.039561426,38.64946765,73.31390782,93.79746227,170.7321854,30.68712191,111.5101031,91.40481342,12.28250684,11.25616472,10.65637495,na,na,na,2098.604459,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1965,640.316,1.714290023,Guyana Dollar,1.388103745,404.7458843,36.39273816,5.055865319,60.9887834,80.97251496,144.424935,242.1822504,29.74568529,113.7930282,93.10344828,11.01562136,8.9273113,8.188822429,na,na,na,2025.751804,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1966,656.528,1.714290023,Guyana Dollar,1.324165839,443.7832446,39.15550173,5.495897267,60.57836071,77.24281311,129.918199,215.2982121,30.67058134,116.063289,91.58950617,11.15577004,9.245089061,8.697472558,na,na,na,2156.512704,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1967,672.848,1.738098979,Guyana Dollar,1.276200202,491.7678973,33.64630615,5.457873612,63.28366742,73.42505906,132.2760223,212.1773935,30.16887085,118.0942823,92.47589937,11.86314053,9.620553547,9.135642722,na,na,na,2327.624288,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1968,687.477,2,Guyana Dollar,1.349815487,491.7356904,38.64480952,6.18575208,52.07573913,67.49077436,103.3353091,167.1339843,29.05496063,114.1938182,90.85963003,10.97767741,9.529885454,9.093098197,na,na,na,2239.366759,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1969,701.552,2,Guyana Dollar,1.323544996,533.2470715,40.96222544,6.829656116,48.389096,66.17724982,95.70921942,154.795847,28.67025152,115.5010285,91.77697553,11.09323438,9.86949337,9.359297671,na,na,na,2311.702145,na,na,na,na,na,na,na,na,na,na,na,na
Guyana,GUY,1970,714.811,2.000000001,Guyana Dollar,1.311017256,567.4775669,39.76798076,8.723014551,52.07312654,65.55086275,99.80502567,128.4480056,28.85493701,114.2910869,92.06497386,11.35243025,10.10448438,9.645576734,2205.703081,2139.765444,2208.680946,2335.295594,114.6574929,40.45792207,8.908254013,57.08956394,2868.122707,7921.740036,7674.565047,na,na,na,na,na
Guyana,GUY,1971,728.99,1.988660245,Guyana Dollar,1.34976191,572.8874329,41.39805325,9.886638448,45.00766239,67.87292671,97.7254998,123.8570815,28.11672936,113.16303,93.61815812,10.68400334,9.766243524,9.116933595,2109.789119,2072.297124,2120.708142,2239.029127,121.00658,42.62310359,10.04167551,49.59207236,2741.292786,7482.30431,7311.50006,na,na,na,-3.983047197,-3.153070832
Guyana,GUY,1972,742.869,2.087272963,Guyana Dollar,1.425898001,558.1278961,42.60034008,10.96802633,47.73406931,68.31392088,98.48905486,123.1574856,28.78247806,117.8112314,96.29568877,9.56004675,8.767330094,8.174231858,1982.164412,1937.899556,1991.911927,2110.459289,125.476891,43.73112894,10.93723648,53.16174852,2563.087937,6915.231542,6727.719208,na,na,na,-6.073264501,-6.485439142
Guyana,GUY,1973,755.324,2.106176211,Guyana Dollar,1.345422467,635.6829425,42.76864011,13.17372888,60.7449375,63.87986247,96.78437213,119.874732,28.56922673,120.8668731,95.08375186,9.834058743,8.849945644,8.327864752,2178.925559,2081.413956,2180.095869,2304.531362,120.4975543,43.16731059,12.71658148,66.78314915,2792.523384,7449.13627,7111.951547,na,na,na,9.447402758,7.405667629
Guyana,GUY,1974,765.282,2.226855293,Guyana Dollar,1.555664637,793.5173692,32.92108402,8.532082324,56.65205224,69.85926033,115.1197427,140.5807579,32.90692235,136.0749444,94.83607098,11.41586703,9.98792807,9.618076881,2413.13935,2301.604781,2400.585693,2575.471503,127.8459989,34.09943994,8.388297918,62.30460594,3061.083713,8075.127381,7742.173854,na,na,na,10.11376733,10.57890596
Guyana,GUY,1975,767.977,2.355384154,Guyana Dollar,1.467387031,1062.187681,26.08582869,8.857769159,64.29616824,62.29926564,112.2294064,136.8465672,31.77191166,148.0618212,97.22104732,14.12585344,11.88196865,11.85344494,2939.78868,2740.285209,2912.404225,3135.022813,127.1483474,27.25348027,8.684696786,69.94378719,3697.049347,9646.959118,9076.837327,na,na,na,21.32056913,19.05976352
Guyana,GUY,1976,763.718,2.549999999,Guyana Dollar,1.372869683,1083.372378,34.83725836,13.29441595,76.79129426,53.8380268,91.65826089,114.1209679,26.24401657,157.117704,94.64835827,13.0518895,11.27046331,10.89152853,2945.012438,2718.3528,2920.806312,3079.724114,137.8661403,35.06761236,12.74528973,80.90616299,3693.028247,9529.05331,8868.554081,na,na,na,0.28849317,-0.800369582
Guyana,GUY,1977,758.334,2.549999999,Guyana Dollar,1.412006658,1050.269628,37.9951214,13.19098059,64.3749864,55.37281015,88.48388061,108.2478806,24.99558945,142.0060466,94.02507352,11.48341023,10.16658247,9.560558604,2599.40974,2457.773734,2588.676159,2764.075292,137.6569659,39.55724072,12.91665027,69.5597899,3260.173292,8320.156427,7899.428386,na,na,na,-11.37118036,-9.585917815
Guyana,GUY,1978,755.889,2.549999999,Guyana Dollar,1.607220419,1043.39503,37.27368805,12.91478825,49.8430794,63.02825175,95.03302971,113.8073131,25.93710574,126.1912275,94.90416205,10.20001241,9.248216624,8.456430644,2357.615983,2283.020774,2357.472381,2519.424817,133.5588046,40.1633338,12.82499108,53.90763776,2957.327529,7466.254746,7230.462095,na,na,na,-8.931351923,-7.110213506
Guyana,GUY,1979,757.4,2.549999999,Guyana Dollar,1.378068819,1270.228368,31.31399446,12.54749008,66.44172862,54.04191448,91.54926422,113.0836645,25.21468866,129.9290994,94.18595627,11.23486914,9.664540387,9.166301133,2698.819481,2523.720998,2694.217511,2841.606277,118.8659327,32.89879543,12.43105802,70.14071732,3366.526412,8409.77049,7877.580146,na,na,na,14.28416014,10.54305885
Guyana,GUY,1980,759.352,2.549999999,Guyana Dollar,1.478988773,1342.9224,32.04679646,14.14839001,65.27544077,57.99955975,95.54397636,118.5073337,26.4522299,149.6485877,93.03713952,11.04478197,9.647489791,9.039612037,2543.755469,2378.156953,2541.803272,2711.862148,141.8519348,34.1057141,14.18339397,69.80143149,3163.69436,7821.299928,7317.749179,na,na,na,-5.657087377,-5.767834278
Guyana,GUY,1981,761.204,2.812499999,Guyana Dollar,1.561075775,1343.939969,39.24043617,15.79548899,65.31473233,55.50491646,81.66268071,103.4168535,28.20273687,151.8472135,89.04195723,9.95268789,9.040292573,8.685785093,2412.929921,2285.551177,2412.843471,2480.937783,145.1195606,40.49668921,15.52277122,66.6489393,2996.022265,7328.660702,6942.028892,na,na,na,-5.073555545,-3.894014497
Guyana,GUY,1982,761.673,2.999999999,Guyana Dollar,1.759787979,1078.796144,46.46165379,13.74130108,56.74033697,58.65959931,76.48569917,128.4198625,27.16830131,126.4868603,87.20608133,7.756342999,7.142296884,6.650601962,1867.276301,1819.457222,1864.465804,1869.272636,134.0150779,46.84236552,13.3599593,56.43209223,2309.59633,5585.735269,5450.894489,na,na,na,-22.72744477,-20.39306577
Guyana,GUY,1983,760.529,2.999999999,Guyana Dollar,1.99958334,962.6885092,52.9000369,14.64181355,52.8133408,66.65277804,75.65019966,151.7407157,34.05105982,112.568306,85.76294714,6.428363748,6.069833824,5.649293636,1645.426425,1625.589143,1642.076531,1616.07216,147.0123946,52.10232853,14.060968,51.79936609,2029.286098,4864.063971,4815.225985,na,na,na,-11.92777431,-10.65526999
Guyana,GUY,1984,759.69,3.831571666,Guyana Dollar,2.53626909,837.6677426,52.75183913,10.42708896,52.62032841,66.19396194,72.22589865,216.3288573,30.39666228,126.9516729,83.28321604,5.072932589,4.54544193,4.060086429,1549.865323,1540.778172,1546.000848,1368.005115,152.9203419,46.58814898,9.026072751,46.50458991,1906.032435,4520.192032,4504.921991,na,na,na,-5.850865137,-5.217245154
Guyana,GUY,1985,758.329,4.251855,Guyana Dollar,2.598236422,996.7933971,54.06167466,9.216922979,46.95561825,61.10830266,60.71859344,236.3038618,27.16783501,116.3441955,84.87179815,5.676320955,4.982869316,4.313201087,1517.623984,1526.292034,1513.191947,1575.651182,177.8912317,56.40598848,9.38500526,48.71654241,1861.177045,4365.528536,4403.322025,na,na,na,-2.122178677,-0.940183205
Guyana,GUY,1986,756.887,4.272416667,Guyana Dollar,2.619478011,1119.209787,53.55745829,15.12560824,42.26781225,61.3113892,51.58980615,160.020312,38.30643187,109.3735917,82.58065003,6.083175539,5.958555385,5.250047795,1493.20456,1496.828764,1490.296075,1727.717133,179.4675328,62.05186467,17.19047901,49.16030625,1827.337376,4248.040941,4266.662162,na,na,na,-1.513084487,-1.930382236
Guyana,GUY,1987,755.464,9.755833333,Guyana Dollar,4.029127085,1175.152423,47.79456929,16.23715353,41.92298783,41.29967116,41.4298371,67.69470572,30.92823829,140.4808499,74.01438713,6.06816444,6.111335219,6.003995436,1574.045,1560.293398,1571.680366,1759.688479,157.2371814,53.52470061,17.72588034,47.14844622,1921.17572,4416.894634,4384.893826,na,na,na,5.460947862,4.239939475
Guyana,GUY,1988,754.045,10,Guyana Dollar,4.598978471,1248.328669,32.52385093,27.00895017,40.51339894,45.98978471,74.44167799,45.70589474,23.3380796,98.12889813,77.11455202,6.040151972,5.572141722,5.465125439,1802.965786,1721.91102,1805.93319,1801.96194,88.50490261,32.67528806,26.45920404,40.85392777,2200.722912,5026.969926,4793.087009,na,na,na,14.90460966,10.35815588
Guyana,GUY,1989,752.537,27.15875,Guyana Dollar,12.80100007,1107.001931,40.79036345,19.22661794,45.23433144,47.13398103,64.87325207,39.10347952,34.55079675,126.2565641,67.48306137,5.031658053,4.927181235,5.005817354,1554.000616,1512.427863,1552.912896,1543.958537,123.6299881,40.79179208,18.48749571,45.15139894,1886.582156,4271.272704,4159.918991,na,na,na,-14.01050138,-12.1657365
Guyana,GUY,1990,750.903,39.53333333,Guyana Dollar,19.65912404,991.3226938,50.23910703,26.54456161,48.22658146,49.72796975,64.5071046,27.30567872,46.67362405,142.9547629,69.37759428,4.306904677,4.352395772,4.397317888,1504.394947,1460.973314,1504.861304,1354.954332,124.4095331,43.69324894,22.60656599,45.57053823,1822.611612,4087.159237,3967.960741,na,na,na,-3.094287644,-3.402115899
Guyana,GUY,1991,748.816,111.8106667,Guyana Dollar,29.56932093,1601.256934,30.31743489,17.65694353,64.44982128,26.44588554,52.90630389,19.4744868,15.90872031,180.9194754,71.13229196,6.825631063,6.054873144,6.16501697,2026.767767,1872.750562,1988.025612,2148.745582,194.1537253,30.54853502,17.50224138,70.19536202,2398.401708,5328.721048,5019.736807,na,na,na,32.10689964,28.18513143
Guyana,GUY,1992,747.46,125.0025,Guyana Dollar,36.00049723,1761.496911,29.95880961,18.85263462,67.26661485,28.79982179,47.71078232,20.57141912,22.68352177,217.2974684,76.43106399,7.197911822,6.736985743,7.235526448,2201.821183,2030.219822,2161.121704,2280.108819,211.8354417,30.25106297,18.79363999,69.90754959,2597.096439,5705.129152,5359.562245,na,na,na,8.706934689,8.408448128
Guyana,GUY,1993,747.337,126.7304417,Guyana Dollar,43.0632213,1757.339569,33.46148241,13.93554735,73.55919063,33.9801714,52.31205948,36.77231423,25.1121811,206.6765684,84.53444918,6.925244966,6.522367334,7.010316626,2317.64837,2158.509853,2272.780934,2234.725644,196.3773057,31.49412742,13.15223602,70.54325248,2720.707734,5918.629881,5621.052483,na,na,na,5.166725691,6.319021693
