Name,BR CPI NADJ,BR CHANGE IN CPI (%YOY) NADJ,BR US $ TO NATIONAL CURRENCY UNIT - EXCHANGE RATE (AVG),BR MONEY MARKET RATE ( FEDERAL FUNDS ),CH CHANGE IN CPI (%YOY) NADJ,CH NATIONAL CURRENCY UNIT TO US $ - EXCHANGE RATE (AVG),CH REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,CH DISCOUNT RATE (EP),FR CPI NADJ,FR CHANGE IN CPI (%YOY) NADJ,FR US $ TO 1 EURO (FRENCH FRANC DERIVED HISTORY PRIOR 1999),FR REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,FR TREASURY BILL RATE,US CPI NADJ,US CHANGE IN CPI (%YOY) NADJ,US REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,US MONEY MARKET RATE ( FEDERAL FUNDS ),MX CPI (BASE 2002) NADJ,MX CPI: ANNUAL INFLATION RATE,MX MEXICAN PESOS TO US $-CENTRAL BANK SETTLEMENT RATE (AVG),MX EXCHANGE RATE REAL INDEX NADJ,"MX INTERNATIONAL RESERVES (US$, EP) CURN",#ERROR,#ERROR,JP NATIONAL CURRENCY UNIT TO US $ - MARKET RATE (AVG),JP MONEY MARKET RATE (OVERNIGHT LOANS)
Code,BRI64.A.F,BRI64..XF,BRI..AH.,BRI60B..,CHI64..XF,CHI..AF.,CHI..RECE,CHI60...,FRI64...F,FRI64..XF,FRXRUSE.,FRI..RECE,FRI60C..,USI64...F,USI64..XF,USI..RECE,USI60B..,MXCONPRCF,MXCPANNL,MXXRUSD.,MXXTW..RF,MXRESWUDA,,,JPI..RF.,JPI60B..
7/15/1970,#NA,#NA,3.73071E+11,20,#NA,2.462,#NA,#NA,18.3,5.71,1.1889,#NA,9.1,22.6,5.9,#NA,7.21,0.024,5.46,0.0125,64.8737,#NA,,,360,8.5
8/15/1970,#NA,#NA,3.69782E+11,20,#NA,2.462,#NA,#NA,18.3,5.91,1.1881,#NA,8.64,22.7,5.6,#NA,6.61,0.024,5.84,0.0125,65.0105,#NA,,,360,8.5
9/15/1970,#NA,#NA,3.6741E+11,20,#NA,2.462,#NA,#NA,18.4,5.77,1.1884,#NA,8.28,22.8,5.67,#NA,6.29,0.024,5.11,0.0125,65.3931,#NA,,,360,8.5
10/15/1970,#NA,#NA,3.64296E+11,20,#NA,2.462,#NA,#NA,18.5,5.53,1.1878,#NA,8.28,22.9,5.82,#NA,6.2,0.024,4.05,0.0125,65.9196,#NA,,,360,8.18
11/15/1970,#NA,#NA,3.56E+11,20,#NA,2.462,#NA,#NA,18.6,5.5,1.1887,#NA,7.96,23,5.61,#NA,5.6,0.024,4.6,0.0125,65.3804,#NA,,,360,7.75
12/15/1970,#NA,#NA,3.51632E+11,20,#NA,2.462,#NA,#NA,18.6,5.49,1.188,#NA,7.52,23.1,5.49,#NA,4.9,0.024,4.69,0.0125,65.6523,#NA,,,360,7.98
1/15/1971,#NA,#NA,3.4737E+11,20,#NA,2.462,#NA,#NA,18.7,4.7,1.1888,#NA,6.67,23.1,5.21,#NA,4.14,0.025,4.93,0.0125,65.322,#NA,,,360,7.39
2/15/1971,#NA,#NA,3.43896E+11,20,#NA,2.462,#NA,#NA,18.8,4.89,1.189,#NA,6.29,23.1,4.83,#NA,3.72,0.025,5.38,0.0125,64.808,#NA,,,360,7.25
3/15/1971,#NA,#NA,3.39954E+11,20,#NA,2.462,#NA,#NA,18.9,4.97,1.1893,#NA,6.17,23.2,4.63,#NA,3.71,0.025,5.47,0.0125,65.091,#NA,,,360,7.25
4/15/1971,#NA,#NA,3.36494E+11,20,#NA,2.462,#NA,#NA,19,5.05,1.1894,#NA,5.99,23.3,4.34,#NA,4.15,0.025,5.87,0.0125,65.6117,#NA,,,360,6.75
5/15/1971,#NA,#NA,3.30988E+11,20,#NA,2.462,#NA,#NA,19.1,5.33,1.1872,#NA,6.53,23.4,4.41,#NA,4.63,0.025,5.87,0.0125,65.446,#NA,,,360,6.54
6/15/1971,#NA,#NA,3.27209E+11,20,#NA,2.462,#NA,#NA,19.2,5.31,1.187,#NA,6.95,23.6,4.47,#NA,4.91,0.025,5.71,0.0125,65.7152,#NA,,,360,6.5
7/15/1971,#NA,#NA,3.25352E+11,20,#NA,2.462,#NA,#NA,19.3,5.6,1.1898,#NA,6.29,23.6,4.37,#NA,5.31,0.025,5.11,0.0125,65.896,#NA,,,360,6.46
8/15/1971,#NA,#NA,3.19132E+11,20,#NA,2.462,#NA,#NA,19.4,5.58,1.19,#NA,6.41,23.7,4.45,#NA,5.56,0.025,5.58,0.0125,65.7161,#NA,,,355.52,6.25
9/15/1971,#NA,#NA,3.14175E+11,20,#NA,2.462,#NA,#NA,19.5,5.65,1.2157,#NA,6.41,23.7,4,#NA,5.55,0.025,5.67,0.0125,67.1235,#NA,,,337.4,6
10/15/1971,#NA,#NA,3.12349E+11,20,#NA,2.462,#NA,#NA,19.6,5.83,1.1866,#NA,6.18,23.7,3.64,#NA,5.2,0.026,5.74,0.0125,67.8011,#NA,,,330.42,5.62
11/15/1971,#NA,#NA,3.07215E+11,20,#NA,2.462,#NA,#NA,19.6,5.81,1.1875,#NA,5.87,23.8,3.46,#NA,4.91,0.026,5.34,0.0125,67.9651,#NA,,,328.4,5.5
12/15/1971,#NA,#NA,3.05143E+11,20,#NA,2.462,#NA,#NA,19.7,5.99,1.2236,#NA,5.68,23.9,3.36,#NA,4.14,0.026,4.96,0.0125,67.2655,#NA,,,336.39,5.46
1/15/1972,#NA,#NA,3.0428E+11,20,#NA,2.267,#NA,#NA,19.8,5.66,1.2684,#NA,5.39,23.9,3.36,#NA,3.5,0.026,4.4,0.0125,69.4622,#NA,,,312.23,5.02
2/15/1972,#NA,#NA,2.97231E+11,20,#NA,2.267,#NA,#NA,19.9,5.73,1.29,#NA,5.41,24,3.69,#NA,3.29,0.026,4.29,0.0125,70.3784,#NA,,,304.98,5.1
3/15/1972,#NA,#NA,2.95799E+11,20,#NA,2.267,#NA,#NA,20,5.8,1.3014,#NA,4.97,24,3.51,#NA,3.83,0.026,4.46,0.0125,70.2716,#NA,,,302.44,5.25
4/15/1972,#NA,#NA,2.94179E+11,20,#NA,2.267,#NA,#NA,20.1,5.58,1.3026,#NA,5.11,24.1,3.41,#NA,4.17,0.026,4.58,0.0125,69.8723,#NA,,,303.56,5
5/15/1972,#NA,#NA,2.91339E+11,20,#NA,2.267,#NA,#NA,20.2,5.44,1.3087,#NA,5.42,24.2,3.23,#NA,4.27,0.026,4.57,0.0125,70.0051,#NA,,,304.44,4.81
6/15/1972,#NA,#NA,2.90699E+11,20,#NA,2.267,#NA,#NA,20.3,5.61,1.3081,#NA,4.89,24.2,2.88,#NA,4.46,0.026,4.87,0.0125,70.1028,#NA,,,303.68,4.64
7/15/1972,#NA,#NA,2.89329E+11,20,#NA,2.217,#NA,#NA,20.4,5.97,1.3118,#NA,4.85,24.3,3.04,#NA,4.55,0.027,5.35,0.0125,69.5389,#NA,,,301.11,4.394
8/15/1972,#NA,#NA,2.88263E+11,20,#NA,2.217,#NA,#NA,20.6,6.13,1.3112,#NA,4.73,24.4,2.95,#NA,4.8,0.027,5.08,0.0125,69.778,#NA,,,301.1,4.5
9/15/1972,#NA,#NA,2.85676E+11,20,#NA,2.217,#NA,#NA,20.7,6.29,1.3106,#NA,4.78,24.5,3.27,#NA,4.87,0.027,5.22,0.0125,69.4108,#NA,,,301.1,4.5
10/15/1972,#NA,#NA,2.83744E+11,20,#NA,2.217,#NA,#NA,20.9,6.63,1.3066,#NA,5.82,24.5,3.43,#NA,5.04,0.027,5.19,0.0125,69.6901,#NA,,,301.1,4.425
11/15/1972,#NA,#NA,2.80962E+11,20,#NA,2.227,#NA,#NA,21,6.88,1.3016,#NA,6.81,24.6,3.51,#NA,5.06,0.027,5.7,0.0125,69.7836,#NA,,,301.1,4.323
12/15/1972,#NA,#NA,2.77784E+11,20,#NA,2.24,#NA,#NA,21.1,6.94,1.2902,#NA,7.9,24.7,3.41,#NA,5.33,0.027,5.56,0.0125,69.3979,#NA,,,301.23,4.712
1/15/1973,#NA,#NA,2.76666E+11,18,#NA,2.24,#NA,#NA,21.1,6.65,1.2905,#NA,7.72,24.8,3.65,#NA,5.94,0.027,6.62,0.0125,69.1421,#NA,,,301.96,4.962
2/15/1973,#NA,#NA,2.81514E+11,18,#NA,2.13,#NA,#NA,21.2,6.34,1.3082,#NA,7.89,24.9,3.88,#NA,6.58,0.028,7.16,0.0125,71.4968,#NA,,,279.1,5.172
3/15/1973,#NA,#NA,2.85154E+11,18,#NA,1.99,#NA,#NA,21.3,6.4,1.4523,#NA,7.8,25.2,4.68,#NA,7.09,0.028,7.52,0.0125,73.5613,#NA,,,265.26,5.433
4/15/1973,#NA,#NA,2.84306E+11,18,#NA,2.006,#NA,#NA,21.4,6.74,1.4413,#NA,7.68,25.3,5.15,#NA,7.12,0.028,8.54,0.0125,72.5977,#NA,,,265.52,5.885
5/15/1973,#NA,#NA,2.81882E+11,18,#NA,1.983,#NA,#NA,21.6,7.16,1.4653,#NA,7.84,25.5,5.45,#NA,7.84,0.029,9.47,0.0125,73.0237,#NA,,,264.73,5.955
6/15/1973,#NA,#NA,2.81882E+11,18,#NA,1.916,#NA,#NA,21.8,7.39,1.5418,#NA,8,25.7,5.92,#NA,8.49,0.029,9.56,0.0125,73.9107,#NA,,,264.7,6.548
7/15/1973,#NA,#NA,2.80824E+11,18,#NA,1.877,#NA,#NA,22,7.42,1.6173,#NA,8.94,25.7,5.74,#NA,10.4,0.03,11.95,0.0125,74.196,#NA,,,264.41,7.317
8/15/1973,#NA,#NA,2.80503E+11,18,#NA,1.922,#NA,#NA,22.1,7.56,1.5455,#NA,9.41,26.2,7.48,#NA,10.5,0.03,13,0.0125,72.8235,#NA,,,265.11,7.611
9/15/1973,#NA,#NA,2.8E+11,18,#NA,1.921,#NA,#NA,22.3,7.86,1.5387,#NA,10.37,26.3,7.37,#NA,10.78,0.031,15.16,0.0125,72.1511,#NA,,,265.49,8.717
10/15/1973,#NA,#NA,2.79137E+11,18,#NA,1.911,#NA,#NA,22.5,8.06,1.5569,#NA,11.36,26.5,7.9,#NA,10.01,0.031,16.56,0.0125,71.7444,#NA,,,266.33,8.817
11/15/1973,#NA,#NA,2.79137E+11,18,#NA,1.97,#NA,#NA,22.7,8.36,1.4896,#NA,11.18,26.7,8.43,#NA,10.03,0.032,17.23,0.0125,70.0735,#NA,,,277.81,9.041
12/15/1973,#NA,#NA,2.77605E+11,18,#NA,2.005,#NA,#NA,22.9,8.48,1.4297,#NA,11.36,26.9,8.8,#NA,9.95,0.033,21.37,0.0125,67.0243,#NA,,,280,10.471
1/15/1974,#NA,#NA,2.76223E+11,18,#NA,2.036,#NA,#NA,23.3,10.3,1.3066,#NA,13.43,27.1,9.4,#NA,9.65,0.034,23.92,0.0125,63.6662,#NA,,,298.64,11.652
2/15/1974,#NA,#NA,2.6985E+11,18,#NA,2.019,#NA,#NA,23.6,11.49,1.3249,#NA,12.49,27.4,10.03,#NA,8.97,0.035,25.68,0.0125,63.9851,#NA,,,291.24,12.098
3/15/1974,#NA,#NA,2.6638E+11,18,#NA,1.99,#NA,#NA,23.9,12.2,1.3624,#NA,12.33,27.7,10.25,#NA,9.35,0.035,25.54,0.0125,65.2851,#NA,,,282.58,12.48
4/15/1974,#NA,#NA,2.6413E+11,18,#NA,1.955,#NA,#NA,24.2,13.23,1.3496,#NA,12.27,27.9,10.1,#NA,10.51,0.036,25.26,0.0125,65.7892,#NA,,,277.78,12.04
5/15/1974,#NA,#NA,2.62316E+11,18,#NA,1.901,#NA,#NA,24.5,13.52,1.3492,#NA,12.78,28.2,10.65,#NA,11.31,0.036,24.92,0.0125,66.3023,#NA,,,278.93,12
6/15/1974,#NA,#NA,2.5683E+11,18,#NA,1.94,#NA,#NA,24.8,13.93,1.3403,#NA,13.74,28.5,10.95,#NA,11.93,0.036,25.13,0.0125,65.8064,#NA,,,283.05,12.48
7/15/1974,#NA,#NA,2.50398E+11,18,#NA,1.946,#NA,#NA,25.1,14.39,1.3764,#NA,14.13,28.7,11.53,#NA,12.92,0.037,23.76,0.0125,65.3079,#NA,,,290.91,12.63
8/15/1974,#NA,#NA,2.47088E+11,18,#NA,1.974,#NA,#NA,25.3,14.55,1.3726,#NA,13.97,29.1,10.95,#NA,12.01,0.037,23.09,0.0125,64.633,#NA,,,302.22,13.481
9/15/1974,#NA,#NA,2.43312E+11,18,#NA,2.002,#NA,#NA,25.6,14.74,1.3666,#NA,13.92,29.4,11.96,#NA,11.34,0.038,21.6,0.0125,64.3217,#NA,,,299.62,13
10/15/1974,#NA,#NA,2.40621E+11,18,#NA,1.966,#NA,#NA,25.9,14.91,1.3864,#NA,13.38,29.7,12.01,#NA,10.06,0.038,22.44,0.0125,64.5186,#NA,,,299.48,12.5
11/15/1974,#NA,#NA,2.36614E+11,18,#NA,1.928,#NA,#NA,26.1,14.94,1.4037,#NA,12.26,29.9,12.14,#NA,9.45,0.039,24.31,0.0125,63.5056,#NA,,,300.1,12.646
12/15/1974,#NA,#NA,2.33593E+11,18,#NA,1.877,#NA,#NA,26.4,15.16,1.4492,#NA,11.53,30.1,12.2,#NA,8.53,0.04,20.6,0.0125,64.1014,#NA,,,300.44,13.462
1/15/1975,#NA,#NA,2.30617E+11,18,#NA,1.816,#NA,#NA,26.7,14.52,1.5025,#NA,10.03,30.3,11.74,#NA,7.13,0.04,17.92,0.0125,64.6073,#NA,,,299.64,12.674
2/15/1975,#NA,#NA,2.26934E+11,18,#NA,1.787,#NA,#NA,26.9,13.87,1.5332,#NA,9.79,30.5,11.1,#NA,6.24,0.04,15.95,0.0125,65.2718,#NA,,,292.17,13
3/15/1975,#NA,#NA,2.24416E+11,18,#NA,1.758,#NA,#NA,27.1,13.48,1.5629,#NA,8.94,30.6,10.27,#NA,5.54,0.041,15.79,0.0125,65.7369,#NA,,,288.03,12.92
4/15/1975,#NA,#NA,2.20362E+11,18,#NA,1.787,#NA,#NA,27.3,12.66,1.5637,#NA,8.24,30.7,10.22,#NA,5.49,0.041,15.2,0.0125,65.4568,#NA,,,292.12,12.02
5/15/1975,#NA,#NA,2.17024E+11,18,#NA,1.776,#NA,#NA,27.5,12.14,1.6183,#NA,7.58,30.9,9.48,#NA,5.22,0.042,15.83,0.0125,65.336,#NA,,,291.47,11.06
6/15/1975,#NA,#NA,2.15231E+11,18,#NA,1.769,#NA,#NA,27.7,11.71,1.6384,#NA,7.26,31.1,9.33,#NA,5.55,0.042,16.65,0.0125,64.8594,#NA,,,293.57,10.72
7/15/1975,#NA,#NA,2.11837E+11,18,#NA,1.854,#NA,#NA,27.9,11.13,1.5537,#NA,7.33,31.5,9.66,#NA,6.1,0.043,15.91,0.0125,63.163,#NA,,,296.22,11
8/15/1975,#NA,#NA,2.07466E+11,18,#NA,1.941,#NA,#NA,28.1,10.97,1.4999,#NA,7.12,31.6,8.61,#NA,6.14,0.043,15.69,0.0125,61.8473,#NA,,,297.94,10.692
9/15/1975,#NA,#NA,2.04603E+11,18,#NA,1.964,#NA,#NA,28.3,10.71,1.4683,#NA,7.05,31.7,7.84,#NA,6.24,0.043,15.22,0.0125,61.4326,#NA,,,299.68,9.667
10/15/1975,#NA,#NA,2.01038E+11,18,#NA,1.952,#NA,#NA,28.6,10.23,1.4901,#NA,7.01,31.9,7.58,#NA,5.82,0.043,13.56,0.0125,61.5068,#NA,,,302.38,8.731
11/15/1975,#NA,#NA,1.9622E+11,18,#NA,1.948,#NA,#NA,28.7,9.92,1.4898,#NA,6.98,32.1,7.32,#NA,5.22,0.044,11.27,0.0125,61.3674,#NA,,,302.53,7.609
12/15/1975,#NA,#NA,1.91373E+11,18,#NA,1.966,#NA,#NA,28.9,9.63,1.4723,#NA,6.75,32.2,7.01,#NA,5.2,0.044,11.31,0.0125,60.8408,#NA,,,305.7,7.963
1/15/1976,#NA,#NA,1.88127E+11,18,#NA,1.966,#NA,#NA,29.2,9.6,1.4661,#NA,6.41,32.3,6.79,#NA,4.87,0.045,12.02,0.0125,60.1911,#NA,,,304.66,7.283
2/15/1976,#NA,#NA,1.84414E+11,18,#NA,1.951,#NA,#NA,29.4,9.52,1.467,#NA,7.43,32.4,6.3,#NA,4.77,0.046,13.49,0.0125,58.8755,#NA,,,301.9,7
3/15/1976,#NA,#NA,1.79149E+11,22,#NA,1.961,#NA,#NA,29.7,9.58,1.4218,#NA,7.84,32.5,6.15,#NA,4.84,0.046,13.89,0.0125,58.284,#NA,,,300.6,7
4/15/1976,#NA,#NA,1.69675E+11,22,#NA,1.964,#NA,#NA,29.9,9.57,1.4056,#NA,7.68,32.6,6.05,#NA,4.82,0.047,13.72,0.0125,58.2749,#NA,,,299.13,6.75
5/15/1976,#NA,#NA,1.6505E+11,28,#NA,1.969,#NA,#NA,30.1,9.5,1.3962,#NA,7.8,32.8,6.21,#NA,5.29,0.047,13.01,0.0125,58.2606,#NA,,,299.06,6.75
6/15/1976,#NA,#NA,1.61165E+11,28,#NA,1.968,#NA,#NA,30.3,9.16,1.3853,#NA,7.99,33,5.92,#NA,5.48,0.047,11.56,0.0125,57.9624,#NA,,,299.4,6.904
7/15/1976,#NA,#NA,1.58595E+11,28,#NA,1.957,#NA,#NA,30.5,9.42,1.3566,#NA,8.48,33.2,5.42,#NA,5.31,0.048,11.62,0.0125,57.8516,#NA,,,294.78,7.083
8/15/1976,#NA,#NA,1.55567E+11,28,#NA,1.939,#NA,#NA,30.8,9.49,1.3205,#NA,9.61,33.3,5.59,#NA,5.29,0.048,11.72,0.0125,57.9012,#NA,,,290.74,7.25
9/15/1976,#NA,#NA,1.52006E+11,28,#NA,1.919,#NA,#NA,31.1,9.74,1.3336,#NA,9.59,33.5,5.5,#NA,5.25,0.05,14.69,0.0194,88.0795,#NA,,,287.66,7.052
10/15/1976,#NA,#NA,1.48835E+11,28,#NA,1.908,#NA,#NA,31.4,9.92,1.3179,#NA,10.34,33.6,5.29,#NA,5.02,0.052,20.53,0.0208,89.6717,#NA,,,290.93,6.77
11/15/1976,#NA,#NA,1.44799E+11,28,#NA,1.903,#NA,#NA,31.6,10.11,1.3154,#NA,10.54,33.7,4.95,#NA,4.95,0.055,25.1,0.0243,100.6005,#NA,,,295.05,6.771
12/15/1976,#NA,#NA,1.41451E+11,28,#NA,1.893,#NA,#NA,31.8,9.86,1.3155,#NA,10.57,33.8,4.81,#NA,4.65,0.056,27.2,0.0203,82.8092,#NA,,,294.72,7.111
1/15/1977,#NA,#NA,1.37978E+11,28,#NA,1.897,#NA,#NA,31.8,9.01,1.3192,#NA,10.02,34,5.16,#NA,4.61,0.058,28.77,0.0209,83.4813,#NA,,,291.08,7
2/15/1977,#NA,#NA,1.35402E+11,28,#NA,1.91,#NA,#NA,32.1,9.01,1.3175,#NA,9.84,34.3,5.98,#NA,4.68,0.059,29.19,0.0225,89.0992,#NA,,,285.07,7
3/15/1977,#NA,#NA,1.32237E+11,28,#NA,1.901,#NA,#NA,32.4,9.05,1.3171,#NA,9.96,34.5,6.39,#NA,4.69,0.06,30.17,0.0226,88.7296,#NA,,,280.57,6.692
4/15/1977,#NA,#NA,1.2882E+11,28,#NA,1.89,#NA,#NA,32.8,9.52,1.3212,#NA,9.39,34.8,6.78,#NA,4.73,0.061,31.22,0.0226,88.7602,#NA,,,275.12,5.87
5/15/1977,#NA,#NA,1.25527E+11,28,#NA,1.878,#NA,#NA,33.1,9.82,1.3246,#NA,9.14,35,6.74,#NA,5.35,0.062,31.45,0.0227,88.8872,#NA,,,277.62,5.182
6/15/1977,#NA,#NA,1.22382E+11,28,#NA,1.877,#NA,#NA,33.3,10.21,1.3278,#NA,9.04,35.2,6.88,#NA,5.39,0.062,32.53,0.0228,89.2378,#NA,,,272.98,5.476
7/15/1977,#NA,#NA,1.19243E+11,28,#NA,1.854,#NA,#NA,33.6,10.11,1.3517,#NA,8.72,35.4,6.72,#NA,5.42,0.063,32.91,0.0229,89.4439,#NA,,,264.82,5.659
8/15/1977,#NA,#NA,1.17052E+11,28,#NA,1.847,#NA,#NA,33.8,9.92,1.34,#NA,8.49,35.5,6.63,#NA,5.9,0.064,34.35,0.0228,87.2862,#NA,,,266.64,5.75
9/15/1977,#NA,#NA,1.15169E+11,28,#NA,1.848,#NA,#NA,34.1,9.69,1.3327,#NA,8.38,35.7,6.6,#NA,6.14,0.066,32.22,0.0228,86.2538,#NA,,,267.04,4.979
10/15/1977,#NA,#NA,1.13565E+11,28,#NA,1.833,#NA,#NA,34.4,9.55,1.3503,#NA,8.45,35.8,6.46,#NA,6.47,0.066,26.13,0.0228,86.8828,#NA,,,255.07,4.915
11/15/1977,#NA,#NA,1.11524E+11,30,#NA,1.805,#NA,#NA,34.5,9.06,1.3523,#NA,9.31,35.9,6.67,#NA,6.51,0.067,22,0.0227,87.3047,#NA,,,244.81,4.62
12/15/1977,#NA,#NA,1.08355E+11,30,#NA,1.755,#NA,#NA,34.6,8.98,1.369,#NA,9.85,36.1,6.77,#NA,6.56,0.068,20.66,0.0227,87.1464,#NA,,,241.3,5.014
1/15/1978,#NA,#NA,1.06708E+11,30,#NA,1.708,#NA,#NA,34.8,9.18,1.391,#NA,9.26,36.3,6.79,#NA,6.7,0.069,19.53,0.0227,86.5718,#NA,,,241.13,4.788
2/15/1978,#NA,#NA,1.05109E+11,30,#NA,1.677,#NA,#NA,35,9.23,1.3551,#NA,10.47,36.5,6.38,#NA,6.78,0.07,18.63,0.0227,85.9077,#NA,,,240.28,4.804
3/15/1978,#NA,#NA,1.03012E+11,30,#NA,1.659,#NA,#NA,35.3,9.2,1.3918,#NA,9.91,36.8,6.51,#NA,6.79,0.071,17.81,0.0227,86.8133,#NA,,,231.51,4.62
4/15/1978,#NA,#NA,1.01169E+11,30,#NA,1.692,#NA,#NA,35.7,8.97,1.4308,#NA,8.44,37.1,6.63,#NA,6.89,0.072,17.35,0.0227,87.1204,#NA,,,221.68,4.141
5/15/1978,#NA,#NA,98718840000,30,#NA,1.732,#NA,#NA,36.1,9,1.4117,#NA,8.24,37.5,7.03,#NA,7.36,0.073,17.46,0.0227,85.7128,#NA,,,226.4,4.06
6/15/1978,#NA,#NA,96573000000,30,#NA,1.725,#NA,#NA,36.3,8.99,1.4327,#NA,7.93,37.9,7.43,#NA,7.6,0.073,17.64,0.0227,86.4472,#NA,,,214.34,4.106
7/15/1978,#NA,#NA,94894750000,33,#NA,1.715,#NA,#NA,36.8,9.34,1.4786,#NA,7.63,38.1,7.72,#NA,7.81,0.075,18.3,0.0227,87.2692,#NA,,,199.9,4.442
8/15/1978,#NA,#NA,92449670000,33,#NA,1.695,#NA,#NA,37,9.4,1.5104,#NA,7.45,38.3,7.91,#NA,8.04,0.075,17.07,0.0227,88.2857,#NA,,,188.45,4.394
9/15/1978,#NA,#NA,90260770000,33,#NA,1.694,#NA,#NA,37.2,9.16,1.5038,#NA,7.4,38.6,8.32,#NA,8.45,0.076,16.35,0.0227,88.0288,#NA,,,190.16,4.25
10/15/1978,#NA,#NA,88912690000,33,#NA,1.657,#NA,#NA,37.6,9.3,1.5585,#NA,7.37,38.9,8.89,#NA,8.96,0.077,16.86,0.0227,89.5585,#NA,,,183.95,4.18
11/15/1978,#NA,#NA,86732370000,33,#NA,1.635,#NA,#NA,37.8,9.48,1.5063,#NA,7.11,39.2,8.95,#NA,9.76,0.078,16.79,0.0227,87.1689,#NA,,,191.26,3.932
12/15/1978,#NA,#NA,83795440000,33,#NA,1.614,#NA,#NA,38,9.71,1.5199,#NA,6.67,39.3,9.03,#NA,10.03,0.079,16.17,0.0227,86.6781,#NA,,,196.24,4.567
1/15/1979,#NA,#NA,81008200000,33,#NA,1.582,#NA,#NA,38.3,10.19,1.5466,#NA,6.57,39.7,9.35,#NA,10.07,0.082,17.68,0.0227,84.6276,#NA,,,197.72,4.288
2/15/1979,#NA,#NA,78361990000,33,#NA,1.574,#NA,#NA,38.6,10.12,1.5354,#NA,6.88,40.2,9.93,#NA,10.06,0.083,17.68,0.0227,83.7584,#NA,,,200.56,4.348
3/15/1979,#NA,#NA,75921950000,33,#NA,1.572,#NA,#NA,38.9,10.13,1.5304,#NA,7.1,40.5,10.17,#NA,10.09,0.084,18.05,0.0227,82.9591,#NA,,,206.1,4.639
4/15/1979,#NA,#NA,73456290000,33,#NA,1.583,#NA,#NA,39.3,10.03,1.5073,#NA,7,41,10.44,#NA,10.01,0.085,17.8,0.0228,82.5723,#NA,,,215.81,4.885
5/15/1979,#NA,#NA,69938180000,33,#NA,1.59,#NA,#NA,39.7,10.13,1.488,#NA,7.61,41.5,10.76,#NA,10.24,0.086,18.18,0.0228,81.8668,#NA,,,218.15,5.115
6/15/1979,#NA,#NA,67023700000,33,#NA,1.578,#NA,#NA,40,10.21,1.5035,#NA,8.68,42,10.91,#NA,10.29,0.087,17.87,0.0228,81.8075,#NA,,,218.89,5.344
7/15/1979,#NA,#NA,65842400000,30,#NA,1.545,#NA,#NA,40.6,10.33,1.5449,#NA,9.94,42.4,11.29,#NA,10.47,0.088,17.31,0.0228,83.2066,#NA,,,216.41,5.803
8/15/1979,#NA,#NA,63708500000,35,#NA,1.546,#NA,#NA,41,10.81,1.5419,#NA,10.84,42.9,11.78,#NA,10.94,0.089,17.91,0.0228,82.1134,#NA,,,217.91,6.685
9/15/1979,#NA,#NA,59721100000,35,#NA,1.533,#NA,#NA,41.3,11.04,1.5615,#NA,11.69,43.3,12.09,#NA,11.43,0.09,18.01,0.0228,81.9054,#NA,,,222.26,6.81
10/15/1979,#NA,#NA,57016300000,35,#NA,1.526,#NA,#NA,41.8,11.33,1.5628,#NA,12.13,43.7,12.2,#NA,13.77,0.092,18.63,0.0228,80.4524,#NA,,,230.37,6.743
11/15/1979,#NA,#NA,54499000000,35,#NA,1.526,#NA,#NA,42.1,11.46,1.5743,#NA,12.77,44.1,12.62,#NA,13.18,0.093,18.93,0.0227,79.1033,#NA,,,244.88,7.581
12/15/1979,0,#NA,42696500000,35,#NA,1.507,302.79,#NA,42.4,11.79,1.614,118.98,12.59,44.6,13.31,82.94,13.78,0.094,20.02,0.0228,79.4742,#NA,,,240.62,8.046
1/15/1980,0,6.62,39398500000,41.75,#NA,1.494,299.83,#NA,43.3,12.92,1.6243,119.62,12.38,45.2,13.92,82.76,13.82,0.099,21.56,0.0228,77.3712,#NA,,,237.96,8.057
2/15/1980,0.1,4.62,38329000000,34.02,#NA,1.501,298.49,#NA,43.7,13.36,1.6019,118.97,12.63,45.8,14.15,83.48,14.13,0.101,22.6,0.0228,76.0724,#NA,,,244.05,8.74
3/15/1980,0.1,6.04,36965400000,52.34,#NA,1.551,295.18,#NA,44.2,13.65,1.5215,118.38,13.99,46.5,14.68,86.33,17.19,0.103,23.45,0.0228,73.5286,#NA,,,248.62,10.73
4/15/1980,0.1,5.29,35583000000,26.08,#NA,1.547,295.63,#NA,44.8,13.94,1.5131,118.79,12.96,47,14.66,87.1,17.61,0.105,24.49,0.0228,72.9722,#NA,,,251.67,12.21
5/15/1980,0.1,5.7,34534100000,27.27,#NA,1.491,292.06,#NA,45.1,13.66,1.57,118.79,12.65,47.5,14.39,83.65,10.98,0.107,24.89,0.0229,75.043,#NA,,,228.35,12.563
6/15/1980,0.1,5.31,33478300000,33.7,#NA,1.465,289.89,#NA,45.5,13.53,1.5954,119.17,12.35,48,14.31,82.15,9.47,0.109,25.97,0.0229,75.412,#NA,,,218.05,12.642
7/15/1980,0.1,5.55,32537800000,46.1,#NA,1.452,291.27,#NA,46.1,13.63,1.6176,120.47,11.93,48,13.2,81.09,9.03,0.112,27.94,0.023,73.9807,#NA,,,220.95,12.701
